SourceCountry,TargetCountry,Type,Total,Coal,Oil,NaturalGas,Electricity
TTO,SUR,Import,3.6092618,0,3.6092618,0,0
BIH,USA,Import,3.6659748,3.6646001,0.0013747,0,0
MMR,SGP,Export,3.6771581,0,3.6733365,0.0038215,0
YEM,ARE,Export,3.6794161,0,0.079416,3.6,0
LKA,IND,Export,3.6869714,0,3.6869714,0,0
CHL,CHN,Export,3.7148001,3.7148001,0,0,0
GEO,TKM,Import,3.7166692,0,3.7166691,0,0
TKM,GEO,Export,3.7166692,0,3.7166691,0,0
RUS,FIN,Import,3.7383683,0.007995,3.7198,0,0.0105732
BIH,ITA,Export,3.7395645,2.842,0.78986,0,0.1077048
KEN,SGP,Import,3.762622,0,3.7626219,0,0
RUS,DEU,Import,3.7836142,0.0311142,3.7525,0,0
ALB,USA,Import,3.8450053,0,3.8450054,0,0
WSM,SGP,Import,3.8467674,0,3.8467674,0,0
ETH,USA,Import,3.8506253,0.0000151,3.8506102,0,0
KHM,QAT,Import,3.8664922,0,3.8664921,0,0
LUX,BEL,Export,3.8742641,0.0055389,0.0395,0.2076252,3.6216
LVA,UKR,Import,3.874592,0.0301051,3.844487,0,0
BOL,BRA,Import,3.883851,0,3.8838509,0,0
SLV,PER,Import,3.8903849,0,3.8903848,0,0
BHS,MAR,Export,3.9250499,0,3.92505,0,0
COD,IND,Export,3.9288248,0,3.9288247,0,0
LUX,DEU,Export,3.9515415,0.0019415,0.13,0,3.8196
KWT,ARE,Import,3.9657219,0.0029773,3.9627443,0.0000002,0
ATG,CHN,Import,3.9702469,0.0000002,3.9702468,0,0
SEN,DEU,Import,3.9776443,0.0002578,3.9773865,0,0
CMR,CIV,Export,3.9800108,0,3.9800108,0,0
CIV,CMR,Import,3.9800108,0,3.9800108,0,0
LBY,RUS,Import,3.9843254,0,3.9843254,0,0
MMR,IDN,Import,3.9885786,3.9718773,0.0167012,0,0
ZWE,GBR,Import,3.9932237,0,3.9932236,0,0
HND,PER,Import,3.9939231,0.0124767,3.9814464,0,0
PAN,KOR,Export,3.9958963,0,3.9958964,0,0
PNG,THA,Export,3.9984079,0,3.9984078,0,0
SEN,FRA,Import,4.0002383,0.0002118,4.0000267,0,0
CMR,GHA,Import,4.0193052,0,4.0193051,0,0
GHA,CMR,Export,4.0193052,0,4.0193051,0,0
BWA,ZMB,Import,4.0277161,0,0,0,4.027716
ZMB,BWA,Export,4.0277161,0,0,0,4.027716
QAT,CHN,Import,4.0394757,0.004079,4.0350501,0.0001197,0.0002268
URY,ARG,Export,4.0467942,0,0.0048259,0,4.0419684
MUS,ARE,Import,4.0520581,0.0000006,4.0520576,0,0
DZA,SGP,Import,4.0664781,0,4.066478,0,0
BGD,IDN,Import,4.0815608,3.9925316,0.0890295,0,0
AZE,RUS,Import,4.0876303,0.0787321,3.8179037,0,0.1909944
NAM,SGP,Export,4.0947607,0,4.0947606,0,0
GMB,CIV,Import,4.105749,0,4.1057489,0,0
CUW,SGP,Export,4.1108754,0,4.1108755,0,0
DZA,POL,Import,4.1185866,4.118,0.0005865,0,0
GTM,VEN,Import,4.1191982,3.7360023,0.383196,0,0
GEO,AUT,Export,4.1232102,0,4.1232101,0,0
CYP,ITA,Export,4.1289001,0,4.1289001,0,0
CZE,SRB,Export,4.1311916,0.057,1.0085,0,3.0656916
SSD,IND,Export,4.1400202,0,4.1400201,0,0
IRQ,TUR,Import,4.1602048,0.2237797,1.0187,0.1134869,2.804238
CIV,USA,Import,4.1922821,0.0057202,4.1865618,0,0
SUR,TTO,Import,4.2237947,0,4.2237948,0,0
BRB,SUR,Import,4.223892,0,4.2238919,0,0
SUR,BRB,Export,4.223892,0,4.2238919,0,0
ISL,NLD,Import,4.2449001,3.5188,0.7261,0,0
MDV,BHR,Import,4.2470065,0,4.2470064,0,0
URY,ARG,Import,4.2862674,0.0064668,2.1375506,2.14225,0
DOM,ESP,Import,4.3078769,0.0011607,4.3067159,0,0
OMN,ESP,Import,4.3098716,0,4.3098716,0,0
ARM,IRN,Export,4.3115581,0,0.0091043,0,4.3024536
IRN,ARM,Import,4.3115581,0,0.0091043,0,4.3024536
SWZ,ZAF,Export,4.3117025,4.3085317,0.0031706,0,0
MOZ,SGP,Import,4.3196529,0,4.3196528,0,0
LTU,FIN,Import,4.3293916,0.0006917,4.3286999,0,0
QAT,KWT,Import,4.3319112,0,4.3319112,0,0
ZWE,ZAF,Import,4.3416223,0.0128359,4.3067701,0.0035118,0.018504
COL,VEN,Import,4.3636214,0,4.3636214,0,0
BRB,USA,Import,4.3803397,0.0003365,4.3799898,0.0000135,0
LTU,DNK,Export,4.3873101,0.0357102,4.3515999,0,0
MAR,ITA,Export,4.430594,0,4.430594,0,0
GTM,KOR,Import,4.4667971,0,4.4667972,0,0
BWA,ZAF,Export,4.4992563,4.2661234,0.2317703,0.001363,0
TLS,KOR,Export,4.5114086,0,4.5114088,0,0
GEO,TUR,Export,4.5670001,2.4096,1.099,0,1.0584
ARG,SGP,Export,4.572353,0,4.572353,0,0
BOL,PER,Import,4.5727913,0.1436796,4.4291118,0,0
CYP,POL,Export,4.5881001,0,4.5880999,0,0
UGA,SAU,Import,4.6107607,0,4.6107607,0,0
HRV,SRB,Export,4.616725,0.0007287,0.9407381,0,3.675258
SRB,HRV,Import,4.616725,0.0007287,0.9407381,0,3.675258
BHS,ECU,Import,4.6175708,0,4.6175707,0,0
CYP,ESP,Export,4.6353997,0,4.6353999,0,0
SVN,HUN,Export,4.6463918,0.0109919,4.6353999,0,0
BHS,BRB,Import,4.6522578,0,4.6522578,0,0
BRB,BHS,Export,4.6522578,0,4.6522578,0,0
HRV,HUN,Export,4.6553574,0.0330573,4.4062999,0,0.216
SEN,ESP,Import,4.6676014,0.0003472,4.6672544,0,0
BRB,CAN,Import,4.6772004,0.00264,4.6745604,0,0
UGA,BHR,Import,4.6862367,0,4.6862365,0,0
QAT,BHR,Import,4.6927923,0,4.6927923,0,0
HRV,GRC,Export,4.7299999,0,4.7299999,0,0
PAK,KOR,Export,4.7373292,0,4.7373275,0.0000017,0
EST,DNK,Import,4.7847142,0.0000143,4.7846999,0,0
NAM,CHN,Export,4.7933798,0,4.7933797,0,0
BOL,SGP,Import,4.7945917,0,4.7945917,0,0
CIV,ECU,Import,4.8354253,0,4.8354253,0,0
RUS,TUR,Import,4.8387625,0.0292623,4.8094999,0,0
MDV,SGP,Import,4.8636052,0.0002246,4.863366,0.0000147,0
GTM,TTO,Import,4.8817464,0,4.8817466,0,0
MKD,USA,Import,4.8889769,0,4.8889768,0,0
BTN,IND,Import,4.8963988,0.9167463,3.9704044,0.009248,0
CUW,SUR,Export,4.9410227,0,4.9410229,0,0
SUR,CUW,Import,4.9410227,0,4.9410229,0,0
BEN,NLD,Import,4.9603451,0,4.9603451,0,0
MDA,GRC,Import,4.9664998,0,4.9664999,0,0
MOZ,MYS,Import,4.9680865,0,4.9680867,0,0
YEM,FRA,Import,4.968532,0,4.9685319,0,0
ROU,AZE,Import,4.9925796,0,4.9925794,0,0
GEO,UKR,Import,5.0026163,4.9619096,0.0407063,0,0
COD,ZAF,Import,5.0181468,0.0097031,5.0083505,0.0000932,0
CUB,SEN,Export,5.0283279,0,5.028328,0,0
SEN,CUB,Import,5.0283279,0,5.028328,0,0
GNQ,CIV,Import,5.1001308,0,5.1001306,0,0
AFG,PAK,Import,5.1154058,0.0425282,5.0728776,0,0
PAK,AFG,Export,5.1154058,0.0425282,5.0728776,0,0
HUN,POL,Export,5.11614,0.29,4.82614,0,0
VEN,ESP,Import,5.1718477,1.8135476,3.3582999,0,0
CZE,HRV,Export,5.1979802,0.169,0.2678,0,4.76118
CYP,FRA,Export,5.2029998,0,5.2029999,0,0
MLT,BGR,Export,5.2037878,0,5.2037876,0,0
CHL,ESP,Export,5.2044856,5.2043001,0.0001853,0,0
DJI,ARE,Export,5.2100756,0,5.2100758,0,0
NIC,MEX,Import,5.2203121,0,5.220312,0,0
CYP,GBR,Import,5.2507873,0.0004874,5.2502999,0,0
BLZ,CUW,Import,5.2619868,0,5.2619866,0,0
CUW,BLZ,Export,5.2619868,0,5.2619866,0,0
SRB,CZE,Export,5.2691395,0,1.3244,0,3.9447396
PAN,TUR,Import,5.3222789,0.00037,5.3219089,0,0
PRT,TUR,Export,5.3932001,0,5.3931999,0,0
MOZ,USA,Import,5.4257142,0.0000007,5.4257132,0,0
MRT,USA,Export,5.4411945,0,5.4411946,0,0
YEM,SGP,Export,5.4484664,0,5.4484664,0,0
SLB,SGP,Import,5.4642232,0,5.4642232,0,0
OMN,CHN,Import,5.4743736,0.4019735,5.0724003,0,0
MDA,UKR,Import,5.4841011,2.5355109,0.0874741,0.0000735,2.8610424
ZMB,ZAF,Import,5.5042488,0.0172785,5.4319172,0.0019211,0.0531324
BES,ESP,Export,5.5065313,0,5.5065313,0,0
CPV,NLD,Import,5.5171753,0,5.5171755,0,0
TKM,TUR,Export,5.5443999,0,5.5443999,0,0
SRB,HRV,Export,5.601686,0.0112407,3.2321645,0,2.3582808
HTI,USA,Import,5.614402,0,5.6144018,0,0
PNG,KOR,Import,5.6144748,0,5.6144745,0,0
COD,ESP,Export,5.6190618,0,5.6190619,0,0
LTU,NOR,Import,5.640001,0,0.0000008,5.64,0
OMN,NLD,Import,5.6499446,0.0174022,5.6325425,0,0
NAM,ESP,Export,5.6515226,0,5.6515227,0,0
CMR,PRT,Export,5.6637501,0,5.6637502,0,0
SUR,USA,Export,5.6656317,0,5.6656319,0,0
PRK,RUS,Import,5.683201,4.449453,1.2337479,0,0
BGR,LBY,Import,5.6873288,0,5.6873288,0,0
LBY,MLT,Import,5.7089065,0,5.7089065,0,0
MLT,LBY,Export,5.7089065,0,5.7089065,0,0
NGA,NOR,Import,5.7232998,0,5.7232999,0,0
IRN,AZE,Import,5.7284101,0,0.0002947,5.4530001,0.2751156
PHL,MYS,Export,5.7399849,0,5.7399851,0,0
KEN,CHN,Import,5.7548385,0,5.7548383,0,0
PAK,IND,Export,5.7571471,0.265901,5.4912461,0,0
TTO,BRA,Import,5.7657083,0,5.7657082,0,0
ETH,ARE,Import,5.7679391,0,5.7679393,0,0
PER,RUS,Import,5.813995,1.3809245,4.4330704,0,0
JAM,MEX,Import,5.8257367,0,5.8257368,0,0
MAR,MLT,Export,5.8328223,0,5.8328222,0,0
COD,CIV,Import,5.833278,0,5.8332778,0,0
CMR,CAN,Export,5.84499,0,5.8449902,0,0
CMR,USA,Export,5.8558607,0,5.8558601,0.0000005,0
SVN,AUS,Import,5.8570813,5.8483001,0.0087815,0,0
BOL,SGP,Export,5.8737894,0,5.8737896,0,0
NGA,SGP,Import,5.9014467,0,5.9012557,0,0.0001908
SVN,DEU,Export,5.9291259,0.0001671,5.0610999,0,0.8678592
BGR,SRB,Import,5.9451428,0.0098862,4.6884974,0,1.2467592
SRB,BGR,Export,5.9451428,0.0098862,4.6884974,0,1.2467592
MLI,SEN,Import,5.9602719,0,5.9602719,0,0
SEN,MLI,Export,5.9602719,0,5.9602719,0,0
DOM,USA,Export,5.9672945,0.0006974,5.9662692,0,0.0003276
AFG,IRN,Import,5.9727012,5.9727014,0,0,0
BHS,ESP,Import,5.9733268,0,5.9733268,0,0
CHL,PAN,Export,5.980012,0,5.9800122,0,0
PAN,CHL,Import,5.980012,0,5.9800122,0,0
SLV,CUW,Import,5.9946061,0,5.9946059,0,0
CUW,SLV,Export,5.9946061,0,5.9946059,0,0
SVN,GRC,Export,6.0131282,0,0.3647712,0,5.6483568
CMR,CIV,Import,6.0480886,0,6.0480884,0,0
CIV,CMR,Export,6.0480886,0,6.0480884,0,0
SRB,BLR,Import,6.0595441,0.00021,6.0593339,0,0
KEN,KOR,Import,6.0874245,0,6.0874246,0,0
BGR,UKR,Export,6.1413356,0,6.1413355,0,0
BHS,CHN,Import,6.1445064,0,6.1445062,0,0
BHS,VNM,Import,6.182764,6.1722634,0.0105006,0,0
ISR,ITA,Export,6.1904998,0,6.1904999,0,0
CYP,CHN,Import,6.1982822,0,6.1982822,0,0
VGB,UKR,Import,6.2176456,0,6.2176455,0,0
SDN,JPN,Export,6.2198815,0,6.2198815,0,0
AGO,KOR,Import,6.2235361,0,6.2235363,0,0
NER,NGA,Export,6.2243727,0,6.2243725,0,0
NGA,NER,Import,6.2243727,0,6.2243725,0,0
MNG,CHN,Import,6.2390892,0.2052954,2.427296,0,3.606498
CZE,UKR,Import,6.2394281,3.843,0.4345,0,1.961928
SWZ,NGA,Import,6.256491,0,6.2564908,0,0
CHL,NLD,Export,6.2653,5.6977001,0.5676,0,0
LBN,GBR,Import,6.2670198,0,6.2670199,0,0
CYM,USA,Import,6.2727127,0.0015803,6.2711324,0,0
LVA,DEU,Export,6.3205233,3.2616237,3.0589,0,0
KHM,PHL,Import,6.3344169,6.3127266,0.0216902,0,0
PHL,KHM,Export,6.3344169,6.3127266,0.0216902,0,0
CHL,BRA,Export,6.3547935,5.7427932,0.612,0,0
CMR,GNQ,Import,6.3823324,0,6.3823327,0,0
MKD,RUS,Import,6.4447314,0.8447029,0.5308084,5.0692202,0
CUW,SGP,Import,6.4528502,0,6.4528504,0,0
NIC,USA,Import,6.4592727,0.0013127,6.4579601,0,0
JOR,NLD,Import,6.47842,0.0029256,6.4754942,0,0
TCD,CHN,Export,6.4852408,0,6.4852408,0,0
YEM,KOR,Import,6.4966077,0,6.4966078,0,0
CIV,TGO,Export,6.5023795,0,6.5023796,0,0
ROU,ISR,Export,6.5394483,0,6.5394484,0,0
BIH,ITA,Import,6.584767,0.0026843,6.2486793,0,0.3334032
LTU,CAN,Export,6.6126003,0.00086,6.6117402,0,0
BHS,MYS,Export,6.6252365,0,6.6252364,0,0
CRI,PAN,Import,6.6328084,0,6.6328085,0,0
PAN,CRI,Export,6.6328084,0,6.6328085,0,0
PAN,ZAF,Export,6.6334971,0,6.6334972,0,0
ISR,MLT,Export,6.6371128,0,6.6371127,0,0
PER,BRA,Import,6.6487613,0,6.6487612,0,0
BOL,USA,Import,6.6777021,0.0049548,6.6727474,0,0
ROU,SRB,Import,6.6875822,0.0032804,6.0452984,0,0.6390036
SRB,ROU,Export,6.6875822,0.0032804,6.0452984,0,0.6390036
ROU,UKR,Import,6.688149,6.5243259,0.1590061,0,0.0048168
BHS,DOM,Export,6.731988,0,6.7319882,0,0
DOM,BHS,Import,6.731988,0,6.7319882,0,0
GHA,CIV,Import,6.7389271,0,6.1855456,0,0.5533812
CIV,GHA,Export,6.7389271,0,6.1855456,0,0.5533812
MAC,SGP,Import,6.7396306,0,6.7396306,0,0
BIH,SRB,Import,6.747478,0.04088,4.7797513,0.1467474,1.7800992
SRB,BIH,Export,6.747478,0.04088,4.7797513,0.1467474,1.7800992
NGA,SWE,Import,6.7638999,0,6.7638999,0,0
GTM,NLD,Export,6.7801887,0,6.7801884,0,0
FRO,NOR,Import,6.8069284,0,6.8069286,0,0
CYP,EGY,Import,6.8540739,1.23801,5.6160638,0,0
JOR,DNK,Import,6.8947497,0,6.8947499,0,0
AND,ESP,Import,6.8970255,0.0001189,5.3505482,0,1.5463584
NER,BFA,Export,6.9430804,0,6.9430803,0,0
BFA,NER,Import,6.9430804,0,6.9430803,0,0
HND,COL,Import,6.9514701,1.7170053,5.2344645,0,0
KAZ,BLR,Import,6.9983232,0,6.9983232,0,0
MOZ,KOR,Export,7.0232694,7.0232695,0,0,0
IRL,RUS,Import,7.0273126,4.0001129,3.0272,0,0
BHS,ECU,Export,7.0273167,0,7.0273169,0,0
ECU,BHS,Import,7.0273167,0,7.0273169,0,0
GTM,HND,Import,7.0356475,0,7.0356476,0,0
HND,GTM,Export,7.0356475,0,7.0356476,0,0
DJI,ARE,Import,7.0376187,0,7.0376185,0,0
CMR,NLD,Export,7.0842803,0,7.0842802,0,0
MDG,BHR,Import,7.0881884,0,7.0881884,0,0
TUN,ESP,Export,7.0882601,0,7.0882602,0,0
DZA,BGR,Import,7.1010806,0,7.1010804,0,0
BGR,DZA,Export,7.1010806,0,7.1010804,0,0
LBN,EGY,Import,7.1247898,0.002132,7.1226577,0,0
COL,MEX,Import,7.1261885,0,7.1261888,0,0
BGR,TUR,Import,7.1286159,0.0312467,7.0599981,0,0.0373716
EST,SWE,Export,7.1363799,1.17,5.96638,0,0
COG,GBR,Export,7.1589801,0,7.1589802,0,0
TKM,DEU,Export,7.1589801,0,7.1589802,0,0
LVA,NOR,Export,7.1639997,0.029,7.1349999,0,0
GTM,HND,Export,7.1800054,0.0000001,5.8013346,0,1.3786704
HND,GTM,Import,7.1800054,0.0000001,5.8013346,0,1.3786704
TTO,COL,Import,7.1969731,0.1012577,7.0957155,0,0
ABW,KOR,Export,7.2166185,0,7.2166185,0,0
NAM,FRA,Export,7.2253225,0,7.2253223,0,0
LUX,MOZ,Import,7.3369999,7.337,0,0,0
MOZ,LUX,Export,7.3369999,7.337,0,0,0
SVK,ITA,Export,7.4072648,0.0016934,0.553,6.8525713,0
KWT,MYS,Import,7.4401812,0,0.0001812,7.44,0
MAR,KOR,Export,7.4880614,0,7.4880616,0,0
ALB,IND,Export,7.4940477,0,7.4940477,0,0
GTM,PER,Import,7.4964895,0.0015555,7.4949338,0,0
PER,GTM,Export,7.4964895,0.0015555,7.4949338,0,0
KEN,ARE,Import,7.5007283,0.000001,7.4616257,0.0382771,0.0008244
BMU,USA,Import,7.5342387,0.013973,7.5202656,0,0
BLR,MDA,Export,7.5903104,0.0058734,7.584437,0,0
MDA,BLR,Import,7.5903104,0.0058734,7.584437,0,0
CYP,ISR,Export,7.6038584,0,0.0454573,7.5584013,0
ISR,CYP,Import,7.6038584,0,0.0454573,7.5584013,0
GAB,MYS,Export,7.6076339,0,7.6076339,0,0
PNG,MYS,Import,7.638186,0,7.6381858,0,0
GEO,USA,Export,7.6573901,0,7.6573902,0,0
NGA,KOR,Import,7.6626647,0,7.6625999,0,0.0000648
BGR,GEO,Import,7.7293107,0,7.7293106,0,0
GEO,BGR,Export,7.7293107,0,7.7293106,0,0
COG,MYS,Export,7.7638036,0,7.7638036,0,0
MLT,GRC,Export,7.82991,0,7.8299099,0,0
CIV,MLI,Export,7.8657111,0,6.2635238,0,1.6021872
MLI,CIV,Import,7.8657111,0,6.2635238,0,1.6021872
SVN,GRC,Import,7.8800266,0,7.0949999,0,0.7850268
SVN,ESP,Import,7.8858916,0,7.8834999,0.0021325,0.0002592
ROU,TUN,Export,7.9095803,0,7.9095802,0,0
TUN,ROU,Import,7.9095803,0,7.9095802,0,0
CYP,NLD,Import,7.9666668,0.011467,7.9551999,0,0
CYP,BEL,Import,7.9667958,0.0009542,7.9658416,0,0
LUX,NGA,Export,8.0019958,0,8.001996,0,0
NGA,LUX,Import,8.0019958,0,8.001996,0,0
CHE,GRC,Export,8.021868,0,7.9385999,0,0.083268
DJI,ZAF,Import,8.0241382,8.019676,0.0044618,0,0
TGO,ESP,Import,8.0275077,0,8.0275078,0,0
KWT,ZAF,Import,8.0360443,8.0351018,0.0009427,0,0
JPN,NZL,Export,8.0409999,0,8.0409999,0,0
BGR,GEO,Export,8.0425846,0,8.0425844,0,0
GEO,BGR,Import,8.0425846,0,8.0425844,0,0
BIH,HRV,Export,8.0691625,0.320642,4.795606,0,2.9529144
HRV,BIH,Import,8.0691625,0.320642,4.795606,0,2.9529144
LAO,VNM,Import,8.0875407,3.6967189,4.3268394,0,0.0639828
GEO,GRC,Import,8.0883,0,8.0882999,0,0
ECU,SAU,Import,8.105727,0,8.1057268,0,0
BOL,CHL,Import,8.1377034,0.0000001,8.1377034,0,0
CHL,BOL,Export,8.1377034,0.0000001,8.1377034,0,0
MOZ,ZWE,Export,8.1424307,0.000753,1.8056779,0,6.336
ZWE,MOZ,Import,8.1424307,0.000753,1.8056779,0,6.336
ABW,SGP,Export,8.1547392,0,8.1547392,0,0
FIN,DZA,Import,8.1558001,0,8.1558002,0,0
SLV,VEN,Import,8.1814333,0,8.1814334,0,0
ALB,MLT,Import,8.2053837,0,8.2053839,0,0
MLT,ALB,Export,8.2053837,0,8.2053839,0,0
ISR,ITA,Import,8.221803,0.0024428,8.21936,0,0
BGR,SRB,Export,8.2491177,0.0980334,4.4776366,0,3.6734472
SRB,BGR,Import,8.2491177,0.0980334,4.4776366,0,3.6734472
CUW,USA,Export,8.3023831,0,8.302383,0,0
ECU,VEN,Import,8.3031859,0,8.3031859,0,0
CIV,NLD,Export,8.3159204,0,8.3159206,0,0
GHA,GBR,Export,8.4312806,0,8.4312804,0,0
BHR,ARE,Import,8.4511176,0.0816337,8.369484,0,0
HRV,MLT,Export,8.4842465,0,8.4842465,0,0
LCA,SUR,Export,8.5333519,0,8.5333519,0,0
SUR,LCA,Import,8.5333519,0,8.5333519,0,0
ISR,AUS,Import,8.5842258,8.5842001,0,0.0000257,0
MLI,BFA,Import,8.5899725,0,8.5899726,0,0
BFA,MLI,Export,8.5899725,0,8.5899726,0,0
ETH,SDN,Import,8.6154711,0,8.6154715,0,0
SDN,ETH,Export,8.6154711,0,8.6154715,0,0
ARG,ESP,Export,8.6197002,0,8.6196999,0,0
GEO,ITA,Export,8.6745702,0,8.6745702,0,0
NCL,MYS,Import,8.6757356,0,8.6757356,0,0
AFG,AZE,Import,8.7137577,0,8.7137577,0,0
BEN,NGA,Import,8.7154975,0,8.6542223,0.0612748,0
TUN,USA,Export,8.7163597,0,8.7163601,0,0
ABW,KOR,Import,8.7348593,0,8.7348597,0,0
SAU,SGP,Import,8.749566,0,8.7495655,0,0
PRT,BRA,Export,8.8000696,0,0.0000694,8.8,0
CMR,TGO,Import,8.8462787,0,8.8462786,0,0
TGO,CMR,Export,8.8462787,0,8.8462786,0,0
ECU,SGP,Export,8.8971991,0,8.8971991,0,0
NCL,KOR,Import,8.9343539,0,8.9343537,0,0
NZL,SGP,Export,8.9618903,0,8.9618902,0,0
VEN,DZA,Import,8.9639045,0,8.9639045,0,0
BHS,CAN,Import,8.9936312,0,8.9936315,0,0
NAM,ITA,Import,9.0038958,0.0000038,9.0038925,0,0
SAU,USA,Import,9.0083697,0.6441792,8.36355,0.0006402,0
JOR,KOR,Import,9.0109594,0,9.0109589,0,0
GTM,PAN,Import,9.0501304,0,9.0474091,0,0.0027216
PAN,GTM,Export,9.0501304,0,9.0474091,0,0.0027216
BGR,ITA,Export,9.0705234,0,8.568474,0,0.5020488
YEM,USA,Export,9.0800005,0,0,9.08,0
LUX,ESP,Export,9.0907638,0,0.0007962,0,9.0899676
UGA,ARE,Import,9.1134648,0,9.1130727,0.0003921,0
YEM,ARE,Import,9.1651564,0.000712,9.1644442,0,0
MRT,ARE,Export,9.2487086,0,9.2487084,0,0
KAZ,CHN,Import,9.2955843,1.9784022,7.3171819,0,0
SYC,ARE,Export,9.3022147,0,9.3022147,0,0
BHS,SGP,Export,9.3594982,0,9.3594985,0,0
YEM,BEL,Import,9.3632031,0,9.3632035,0,0
JPN,IND,Export,9.4154998,8.033,1.3825,0,0
LUX,SVK,Import,9.4214738,0,0.0000004,9.4214739,0
SVK,LUX,Export,9.4214738,0,0.0000004,9.4214739,0
CHE,BEL,Export,9.4325002,0.0000003,9.4324999,0,0
MLT,ESP,Import,9.47776,0.0002905,9.4774699,0,0
LVA,GBR,Export,9.5091098,2.761,6.7481101,0,0
SVK,UKR,Export,9.5212001,0.464,0.0395,0.2337,8.784
CRI,RUS,Import,9.5486618,0,9.5486617,0,0
TZA,OMN,Import,9.591296,0,9.5912963,0,0
MWI,MOZ,Import,9.6420014,0.4464087,9.1955929,0,0
MOZ,MWI,Export,9.6420014,0.4464087,9.1955929,0,0
PAK,SGP,Export,9.7304105,0,9.730411,0,0
CZE,BEL,Import,9.7573765,0.0044165,1.0068,7.7900002,0.95616
RUS,CHN,Import,9.7831782,0.0220089,9.7611696,0,0
LKA,MYS,Import,9.7834527,0,9.7834531,0,0
CUW,USA,Import,9.8228623,0.0954941,9.727368,0,0
CIV,USA,Export,9.8288353,0,9.8288349,0,0
MNE,GRC,Import,9.8383995,0,9.8383998,0,0
MKD,GRC,Export,9.8936996,0,0.4257,0,9.468
BHR,KWT,Import,9.97248,0,9.9724802,0,0
BHR,GBR,Export,9.9803003,0,9.9802998,0,0
KWT,YEM,Import,10,0,0,10,0
YEM,KWT,Export,10,0,0,10,0
TGO,SGP,Import,10.0101673,0,10.010167,0,0
PRT,GRC,Export,10.1048289,0.0009991,10.1038299,0,0
MOZ,JPN,Export,10.1153004,10.1153002,0,0,0
ROU,CAN,Import,10.1153608,10.1153002,0.0000603,0,0
ETH,ZAF,Import,10.2212833,9.0101493,1.2111338,0,0
LVA,SWE,Export,10.2291999,8.1480001,2.0812,0,0
GEO,ESP,Export,10.2355425,0.0000027,10.2355403,0,0
GAB,FRA,Export,10.2400604,0,10.2400603,0,0
SVK,FRA,Export,10.2483886,0,0.0219514,10.2264368,0
CUB,DZA,Import,10.2993531,0,10.2993528,0,0
NOR,UZB,Import,10.3094999,0,10.3095,0,0
UZB,NOR,Export,10.3094999,0,10.3095,0,0
BHR,FRA,Export,10.3113994,0,10.3113998,0,0
TZA,KOR,Import,10.3256545,0,10.3255897,0,0.0000648
PNG,GBR,Export,10.3306803,0,10.3306803,0,0
CYP,KOR,Export,10.4059996,0,10.4059998,0,0
ISR,UKR,Export,10.416172,0,10.4161718,0,0
SVN,IDN,Import,10.4164997,10.4165002,0,0,0
BEN,TGO,Import,10.4632156,0.0008112,2.2820237,0,8.1803808
TGO,BEN,Export,10.4632156,0.0008112,2.2820237,0,8.1803808
TGO,FIN,Import,10.4800737,0,10.4800734,0,0
BLR,MLT,Export,10.5284608,0,10.5284605,0,0
MLT,BLR,Import,10.5284608,0,10.5284605,0,0
PER,CHL,Export,10.5834516,0.3482391,10.2352103,0.000002,0
MLT,DZA,Import,10.5868442,0,10.5868442,0,0
SVK,FRA,Import,10.679422,0,0.3155,10.363922,0
BLR,FRA,Export,10.6925404,0.002741,10.6897998,0,0
IRL,DZA,Import,10.6931599,0,10.6931603,0,0
BRN,SGP,Export,10.7132723,0,10.7132724,0,0
OMN,SAU,Import,10.7391068,0.000045,10.7390613,0,0
CHE,GBR,Export,10.7450706,0.0000001,10.7450701,0,0
BHR,USA,Export,10.7538995,0,10.7538999,0,0
BOL,CHN,Export,10.758398,0,10.758398,0,0
JPN,MYS,Export,10.7707996,2.958,7.8127999,0,0
BGR,EGY,Import,10.7952783,0,10.7952784,0,0
EST,DEU,Import,10.848172,0.0003723,10.8477998,0,0
KWT,ESP,Import,10.8981443,0.0000001,0.0181439,10.88,0
ALB,GRC,Import,10.9636239,0.0027865,9.1212374,0,1.8396
LUX,RUS,Import,11.1156275,0.18,1.6672772,9.2683504,0
KAZ,TKM,Import,11.1552512,0,0.0934511,11.0618002,0
TKM,KAZ,Export,11.1552512,0,0.0934511,11.0618002,0
BHR,IND,Export,11.220437,0,11.2204365,0,0
DZA,ESP,Import,11.2315003,0.059,11.1725,0,0
HRV,ITA,Import,11.2440095,0.377,1.1115,9.3480002,0.4075092
SVK,DEU,Import,11.2553196,0.604,3.7355,6.9158191,0
AFG,RUS,Import,11.2567644,0,11.2567646,0,0
BLR,UKR,Import,11.2794071,1.7649488,0.0068301,0,9.5076288
TKM,GBR,Export,11.3046999,0,11.3046998,0,0
URY,USA,Import,11.367209,0.0101363,11.3570728,0,0
BRN,SGP,Import,11.4032425,0.0000525,11.4031897,0.0000005,0
MLT,TUN,Export,11.4112287,0,11.4112289,0,0
TUN,MLT,Import,11.4112287,0,11.4112289,0,0
ECU,RUS,Import,11.4138061,0,11.4138063,0,0
COG,IND,Export,11.4663301,0,11.4663302,0,0
LBN,KWT,Import,11.473748,0.0012048,11.4725427,0,0
HUN,SVN,Export,11.4767002,0.029,11.1360999,0.3116,0
SVN,HUN,Import,11.4767002,0.029,11.1360999,0.3116,0
