SourceCountry,TargetCountry,Type,Total,Coal,Oil,NaturalGas,Electricity
MDG,DZA,Import,0.1184171,0,0.1184171,0,0
NER,TGO,Export,0.1184206,0,0.1184206,0,0
TKM,DEU,Import,0.1185,0,0.1185,0,0
NER,TGO,Import,0.1203123,0,0.1203123,0,0
TGO,NER,Export,0.1203123,0,0.1203123,0,0
SLB,MYS,Import,0.1206473,0,0.120612,0.0000354,0
GMB,ARE,Import,0.1231054,0.0000021,0.1226792,0.0004241,0
MNG,LTU,Import,0.1235008,0,0.1235008,0,0
MDG,USA,Import,0.1236965,0,0.1236965,0,0
COM,TUR,Import,0.1237947,0,0.1237947,0,0
MNE,CZE,Export,0.1242324,0,0,0,0.1242324
PNG,PHL,Import,0.1255072,0.1255,0.0000072,0,0
PHL,PNG,Export,0.1255072,0.1255,0.0000072,0,0
BEN,CHE,Export,0.1256722,0,0.1256722,0,0
BLR,ARE,Import,0.1271461,0,0.1271461,0,0
AND,MRT,Export,0.1275058,0,0.1275058,0,0
NER,CHN,Import,0.1276699,0,0.1276699,0,0
WSM,FJI,Import,0.1296586,0,0.1295496,0.000109,0
AFG,LVA,Import,0.1298098,0,0.1298098,0,0
COD,TZA,Import,0.1305376,0,0.1305376,0,0
TZA,COD,Export,0.1305376,0,0.1305376,0,0
BMU,LCA,Import,0.1313006,0,0.1313006,0,0
LCA,BMU,Export,0.1313006,0,0.1313006,0,0
TCD,SEN,Import,0.1314466,0,0.1314467,0,0
MNG,BLR,Import,0.1318559,0,0.1318559,0,0
FJI,HTI,Export,0.1327754,0,0.1327754,0,0
HTI,FJI,Import,0.1327754,0,0.1327754,0,0
NIU,NZL,Import,0.1329543,0.0000121,0.1329422,0,0
MNP,SGP,Import,0.1334442,0,0.1334442,0,0
MDV,RUS,Import,0.133859,0,0.133859,0,0
SUR,BHS,Import,0.1358315,0,0.1358315,0,0
ATG,DOM,Export,0.1368618,0,0.1368618,0,0
BTN,IND,Export,0.1374729,0,0.1374729,0,0
NPL,CHN,Import,0.1382172,0.0005768,0.1376404,0,0
BDI,CHE,Import,0.138391,0,0.138391,0,0
LBR,ESP,Export,0.1390716,0,0.1390716,0,0
LBR,CMR,Import,0.1392435,0,0.1392435,0,0
BLZ,USA,Import,0.139523,0.0059638,0.1335592,0,0
PYF,THA,Import,0.13999,0,0.13999,0,0
CUB,CAN,Import,0.1400525,0.1084981,0.0315544,0,0
MKD,GBR,Export,0.1407733,0,0.1407733,0,0
MKD,BEL,Export,0.1419,0,0.1419,0,0
KGZ,BEL,Import,0.1419243,0,0.1419243,0,0
NAM,VUT,Export,0.1449504,0,0.1449504,0,0
VUT,NAM,Import,0.1449504,0,0.1449504,0,0
FJI,NFK,Export,0.1459747,0,0.1459747,0,0
NFK,FJI,Import,0.1459747,0,0.1459747,0,0
MUS,FRA,Export,0.146235,0,0.146235,0,0
PSE,TUR,Import,0.1463424,0.0008562,0.1454862,0,0
BLR,AZE,Import,0.1471021,0,0.1471021,0,0
MLI,ARE,Import,0.1478578,0,0.1478578,0,0
COD,ESP,Import,0.148969,0,0.148969,0,0
IRN,KOR,Import,0.1494612,0,0.1494612,0,0
CUB,COL,Import,0.1497578,0.0102541,0.1395037,0,0
SSD,HRV,Import,0.1509445,0,0.1509445,0,0
DMA,ZAF,Export,0.15136,0,0.15136,0,0
NER,CIV,Export,0.1514662,0,0.1514662,0,0
BTN,CHN,Import,0.1517032,0,0.1517033,0,0
NER,VEN,Import,0.1550163,0,0.1550163,0,0
NAM,ESP,Import,0.1550819,0,0.1550819,0,0
AZE,CHN,Import,0.1551642,0,0.1551642,0,0
FJI,TUV,Export,0.1564612,0,0.1535698,0.0028914,0
TUV,FJI,Import,0.1564612,0,0.1535698,0.0028914,0
CUW,DEU,Import,0.158,0,0.158,0,0
MHL,CIV,Import,0.1582685,0,0.1582685,0,0
MNE,RUS,Import,0.1586651,0,0.1586651,0,0
SLE,SEN,Import,0.1615904,0,0.1615904,0,0
UZB,LTU,Import,0.1624829,0,0.1624829,0,0
SLE,SEN,Export,0.165582,0,0.165582,0,0
ERI,ARE,Import,0.1668508,0,0.1668508,0,0
SLE,URY,Export,0.1670501,0,0.1670501,0,0
ATA,AUS,Import,0.1673041,0,0.1673041,0,0
SLE,TUR,Import,0.1686821,0,0.1686821,0,0
TJK,UKR,Import,0.1687338,0,0.1687338,0,0
UZB,LTU,Export,0.169361,0,0.169361,0,0
FJI,SGP,Export,0.1694395,0,0.1694395,0,0
VCT,CIV,Import,0.1714512,0,0.1714511,0,0
MMR,IND,Import,0.1724685,0,0.1724685,0,0
IRN,HUN,Import,0.1728697,0,0.1728697,0,0
ABW,MAR,Export,0.1734854,0,0.1734854,0,0
TCD,ARE,Import,0.1756735,0,0.1754359,0,0.0002376
BRB,TUR,Import,0.1762834,0,0.1762834,0,0
SDN,TUR,Import,0.1782268,0.003,0.1752268,0,0
MNE,CHE,Export,0.179604,0,0,0,0.179604
KHM,MYS,Export,0.17973,0.17973,0,0,0
GIN,SGP,Import,0.1821097,0,0.1821097,0,0
BLR,LTU,Import,0.1826121,0.0011108,0.1815013,0,0
GNQ,NLD,Import,0.1826526,0,0.1826526,0,0
CYM,ZAF,Import,0.1830884,0,0.1830884,0,0
PNG,IDN,Import,0.1845471,0.1833193,0.0012278,0,0
COD,COG,Export,0.1852548,0,0.1852548,0,0
CUB,PRY,Export,0.1859148,0,0.1859148,0,0
BDI,KEN,Import,0.1865353,0,0.18652,0.0000152,0
KEN,BDI,Export,0.1865353,0,0.18652,0.0000152,0
MNE,SVN,Import,0.1869583,0.0087063,0.0655001,0,0.112752
SYR,ESP,Import,0.187271,0,0.187271,0,0
SYR,ARE,Import,0.1878912,0,0.1878912,0,0
MWI,ROU,Import,0.188236,0,0.1882361,0,0
ZWE,CYP,Import,0.1887809,0,0.1887809,0,0
MRT,ESP,Export,0.1904035,0,0.1904035,0,0
NIC,SLV,Export,0.1913043,0.000026,0.1867783,0,0.0045
ATG,ESP,Export,0.1916663,0,0.1916663,0,0
MUS,UGA,Export,0.1935546,0,0.150781,0.0427736,0
COG,ITA,Import,0.1938272,0,0.1929296,0.0008976,0
UZB,KOR,Import,0.1944217,0,0.1944217,0,0
GIN,ESP,Import,0.1959071,0,0.1959071,0,0
NER,NLD,Import,0.1960958,0,0.1960958,0,0
PRK,TZA,Export,0.1992888,0,0.1992888,0,0
LKA,LBR,Export,0.2001875,0,0.2001875,0,0
LBR,LKA,Import,0.2001875,0,0.2001875,0,0
SLV,NIC,Export,0.2006323,0,0.1988647,0,0.0017676
NIC,SLV,Import,0.2006323,0,0.1988647,0,0.0017676
BFA,TGO,Export,0.2016621,0,0.2016621,0,0
SEN,TGO,Export,0.2028847,0,0.2028847,0,0
BFA,TUR,Import,0.2034328,0.00024,0.2031928,0,0
NIC,GRC,Import,0.2054,0,0.2054,0,0
CRI,COL,Import,0.2061779,0.007047,0.1991309,0,0
NIC,GTM,Export,0.2063844,0,0.2063844,0,0
ABW,SEN,Export,0.2064999,0,0.2064999,0,0
BFA,ETH,Export,0.2085246,0,0.2085246,0,0
RWA,TZA,Import,0.2101733,0,0.1699803,0.0401931,0
TZA,RWA,Export,0.2101733,0,0.1699803,0.0401931,0
UZB,CHN,Import,0.2103527,0.00003,0.2103227,0,0
CUW,NLD,Import,0.2112869,0.0026882,0.2085987,0,0
AZE,TKM,Import,0.2136717,0,0.2136717,0,0
ZWE,MOZ,Export,0.2140893,0.1930945,0.0013892,0,0.0196056
SDN,NLD,Import,0.21471,0,0.21471,0,0
CYM,CHN,Import,0.2149761,0,0.2149761,0,0
NER,CHE,Export,0.2150063,0,0.2150063,0,0
CUW,URY,Import,0.2150664,0,0.2150664,0,0
URY,CUW,Export,0.2150664,0,0.2150664,0,0
ISL,EST,Export,0.2170049,0,0.2170049,0,0
MWI,ZWE,Import,0.2173533,0.2173533,0,0,0
ZWE,MWI,Export,0.2173533,0.2173533,0,0,0
FRO,DEU,Import,0.2189584,0,0.2189584,0,0
PLW,SVK,Import,0.2192776,0,0.2192775,0,0
NER,USA,Import,0.2201484,0,0.2201484,0,0
MNP,KOR,Import,0.2224082,0,0.2224082,0,0
ISL,USA,Export,0.2229079,0,0.2229079,0,0
MMR,KOR,Import,0.2239304,0,0.2239304,0,0
PRK,TUR,Import,0.2248297,0,0.2248297,0,0
DMA,JAM,Import,0.2249653,0,0.2249653,0,0
JAM,DMA,Export,0.2249653,0,0.2249653,0,0
DJI,RUS,Import,0.2257345,0,0.2257345,0,0
SYC,OMN,Import,0.2276123,0,0.2276123,0,0
MWI,KWT,Import,0.2278236,0,0.2278236,0,0
MKD,HUN,Export,0.2286233,0,0.2286233,0,0
NCL,ITA,Import,0.2289166,0,0.2289152,0.0000014,0
COK,CHN,Import,0.2305716,0,0.2305716,0,0
MWI,TZA,Export,0.2309716,0.2291781,0.0017935,0,0
VCT,USA,Import,0.2325643,0,0.2325643,0,0
LUX,UKR,Export,0.2337,0,0,0.2337,0
MKD,CZE,Export,0.2342497,0,0.0037417,0,0.230508
SLB,KOR,Import,0.2344044,0,0.2344044,0,0
PYF,AUS,Import,0.2348768,0,0.2348768,0,0
TKM,ARE,Import,0.2365158,0.0005408,0.235975,0,0
AFG,GRC,Import,0.2366058,0,0.2366058,0,0
JOR,EGY,Export,0.2370168,0,0,0,0.2370168
NIC,PAN,Export,0.2376681,0,0.2376681,0,0
CPV,CHE,Import,0.2382106,0,0.2382106,0,0
MNE,CHN,Import,0.2383463,0.0000026,0.2383437,0,0
MMR,VNM,Export,0.2389805,0,0.2389806,0,0
SEN,DEU,Export,0.240408,0,0.240408,0,0
DOM,GTM,Export,0.241635,0,0.241635,0,0
VUT,CHN,Import,0.2434468,0,0.2434468,0,0
MDG,THA,Export,0.2452718,0,0.2452718,0,0
NCL,CHE,Import,0.245279,0,0.245279,0,0
BMU,KAZ,Import,0.245389,0,0.245389,0,0
AFG,LTU,Import,0.2458089,0.00008,0.2457289,0,0
ATG,ZAF,Import,0.2480645,0,0.2480645,0,0
BFA,ARE,Import,0.248597,0,0.248597,0,0
KNA,BOL,Export,0.249271,0,0.249271,0,0
TGO,GHA,Export,0.2515782,0.1255,0.1260782,0,0
ARM,GEO,Export,0.253208,0.0188102,0.013834,0.0750986,0.1454652
UZB,AZE,Import,0.2545436,0,0.2545436,0,0
NER,BFA,Import,0.2552554,0,0.2552554,0,0
BFA,NER,Export,0.2552554,0,0.2552554,0,0
BEN,CIV,Export,0.255289,0,0.255289,0,0
SLV,DOM,Export,0.2557825,0,0.2557826,0,0
RWA,IND,Import,0.2558124,0,0.2558124,0,0
TCA,BHS,Export,0.2559115,0,0.2559115,0,0
CRI,NIC,Import,0.2566713,0,0.2566713,0,0
NIC,CRI,Export,0.2566713,0,0.2566713,0,0
ISL,DEU,Export,0.2581116,0,0.2581116,0,0
ARM,BGR,Import,0.2596438,0,0.2596438,0,0
MRT,PRT,Import,0.2622289,0,0.2622289,0,0
GNQ,BEL,Import,0.2627377,0,0.2627377,0,0
BFA,TUR,Export,0.2631295,0,0.2631295,0,0
GNQ,ESP,Import,0.2646765,0,0.2646765,0,0
COD,ZWE,Import,0.2659068,0,0,0,0.2659068
ZWE,COD,Export,0.2659068,0,0,0,0.2659068
COD,ARE,Import,0.266089,0,0.266089,0,0
ZWE,USA,Import,0.2667287,0,0.2667287,0,0
ATF,SGP,Import,0.2668042,0,0.2668042,0,0
CUB,RUS,Import,0.2672529,0,0.2672529,0,0
LBR,UGA,Export,0.2678406,0,0.2678406,0,0
MDG,ZAF,Export,0.2696312,0,0.2696312,0,0
GAB,ZAF,Import,0.2716099,0,0.2716099,0,0
BFA,SEN,Export,0.2733224,0,0.2733224,0,0
GMB,SEN,Import,0.2776943,0,0.2776943,0,0
SEN,GMB,Export,0.2776943,0,0.2776943,0,0
GNQ,BRA,Import,0.2777504,0,0.2777504,0,0
LKA,ZAF,Export,0.2785676,0.002343,0.2762246,0,0
GAB,ITA,Import,0.2800938,0,0.2800938,0,0
FJI,JPN,Import,0.2802557,0,0.2802557,0,0
MHL,JPN,Import,0.2825581,0,0.2825581,0,0
ISL,IRL,Export,0.2838,0,0.2838,0,0
COG,GHA,Import,0.284585,0,0.284585,0,0
LCA,TTO,Export,0.284657,0,0.284657,0,0
TTO,LCA,Import,0.284657,0,0.284657,0,0
BRN,KOR,Import,0.285738,0,0.285738,0,0
CUB,PER,Import,0.2859976,0.020794,0.2652036,0,0
GAB,ESP,Import,0.286391,0,0.286391,0,0
BRB,FRA,Import,0.2871309,0,0.287131,0,0
BFA,ZAF,Import,0.2874079,0,0.2874079,0,0
MUS,MYS,Import,0.2881479,0,0.2881479,0,0
CUB,ISL,Export,0.2887161,0,0.2887161,0,0
GRD,USA,Import,0.2887465,0,0.2887465,0,0
GIB,PRT,Export,0.2897308,0,0.2897308,0,0
SEN,ITA,Export,0.2902568,0,0.2902568,0,0
KGZ,CHN,Export,0.2910262,0.2803519,0.0096123,0,0.001062
UZB,UKR,Export,0.2921465,0,0.2921465,0,0
GIN,FRA,Export,0.2930833,0,0.2930833,0,0
GAB,USA,Import,0.2952278,0.2740363,0.0211915,0,0
ABW,TTO,Import,0.295337,0,0.295337,0,0
MNE,ITA,Import,0.2996022,0.001083,0.2985192,0,0
KHM,TUR,Import,0.3026135,0,0.3026135,0,0
LBN,NLD,Export,0.3027179,0,0.3027179,0,0
DOM,ZAF,Export,0.30272,0,0.30272,0,0
GIN,ITA,Import,0.3050361,0,0.3050361,0,0
ESH,ESP,Import,0.3068052,0,0.3068052,0,0
BEN,FRA,Export,0.3075799,0,0.3075799,0,0
MLI,NER,Import,0.3103847,0,0.3103847,0,0
NER,MLI,Export,0.3103847,0,0.3103847,0,0
IOT,RUS,Import,0.3118016,0,0.3118016,0,0
BRB,JAM,Export,0.3133921,0,0.3133921,0,0
JAM,BRB,Import,0.3133921,0,0.3133921,0,0
UGA,TZA,Export,0.3148788,0,0.017814,0,0.2970648
UZB,POL,Export,0.316,0,0.316,0,0
NER,CIV,Import,0.3160967,0,0.3160967,0,0
GIN,PRT,Import,0.3179691,0,0.3179691,0,0
ABW,FRA,Export,0.3184416,0,0.3184416,0,0
TKM,TUR,Import,0.3193921,0.0033921,0.316,0,0
PSE,JOR,Import,0.3211939,0,0.0167275,0,0.3044664
JOR,PSE,Export,0.3211939,0,0.0167275,0,0.3044664
MRT,BRA,Import,0.3261357,0,0.3261357,0,0
FJI,NCL,Export,0.326348,0,0.326348,0,0
NCL,FJI,Import,0.326348,0,0.326348,0,0
KNA,TUR,Import,0.3276042,0,0.3276041,0,0
LAO,CHN,Export,0.3290712,0.3290431,0.0000281,0,0
PLW,JPN,Import,0.330316,0,0.330316,0,0
SLV,HND,Export,0.3317265,0,0.2673189,0,0.0644076
SLE,ARE,Import,0.3379399,0,0.3379278,0.0000121,0
FJI,NZL,Import,0.3381791,0.0004385,0.3377405,0.0000002,0
BTN,NPL,Export,0.3435428,0.3435429,0,0,0
NPL,BTN,Import,0.3435428,0.3435429,0,0,0
BLZ,NLD,Export,0.3439935,0,0.3439935,0,0
KHM,IND,Import,0.3445614,0.1899099,0.0022522,0.1523993,0
TZA,UGA,Export,0.3478425,0.0283379,0.3002715,0.0192331,0
CPV,CIV,Import,0.3481774,0,0.3481774,0,0
TKM,RUS,Import,0.3489961,0.0964962,0.2524999,0,0
COK,TUR,Import,0.3500767,0,0.3500767,0,0
PRK,UGA,Export,0.3533276,0,0.3533276,0,0
PRK,BEN,Export,0.35475,0,0.35475,0,0
BLR,DEU,Import,0.3555247,0.0000248,0.3555,0,0
VGB,SVK,Export,0.3575779,0,0.3575779,0,0
ABW,CAN,Export,0.3598107,0,0.3598107,0,0
LCA,GBR,Export,0.3602536,0,0.3602536,0,0
MRT,BEL,Import,0.3604348,0.0006271,0.3598077,0,0
BRB,BHS,Import,0.3604934,0,0.3604934,0,0
BDI,TZA,Import,0.3616907,0,0.3605948,0.001096,0
TZA,BDI,Export,0.3616907,0,0.3605948,0.001096,0
MDV,OMN,Import,0.3642373,0,0.3642373,0,0
ISL,NOR,Export,0.3660476,0,0.3660476,0,0
ZMB,KEN,Export,0.3663932,0,0.3663932,0,0
IRQ,JOR,Import,0.3687689,0.0002832,0.3040854,0,0.0644004
JOR,IRQ,Export,0.3687689,0.0002832,0.3040854,0,0.0644004
GHA,SEN,Export,0.3705099,0,0.3705099,0,0
BLR,KAZ,Import,0.3743107,0,0.3743107,0,0
SYR,RUS,Import,0.3758823,0.0010958,0.3747865,0,0
VUT,AUS,Import,0.3773921,0,0.3773921,0,0
RWA,KEN,Export,0.3786712,0,0.3786712,0,0
TGO,NGA,Export,0.3791876,0,0.3791877,0,0
BDI,ARE,Import,0.3805114,0,0.3805114,0,0
BMU,CHN,Import,0.3814417,0.0000103,0.3814314,0,0
IRQ,CHN,Import,0.3823942,0.0033864,0.3790078,0,0
COG,FRA,Import,0.3835389,0.0000006,0.3834907,0.0000476,0
SEN,BFA,Export,0.3914349,0,0.3914349,0,0
BFA,SEN,Import,0.3914349,0,0.3914349,0,0
KIR,CHN,Import,0.3933995,0,0.3933995,0,0
KAZ,UKR,Import,0.3984246,0.2042183,0.1942063,0,0
ISL,RUS,Export,0.3991318,0,0.3991318,0,0
FRO,RUS,Import,0.4025001,0,0.4025001,0,0
SSD,DZA,Import,0.4045356,0,0.4045356,0,0
BFA,CIV,Export,0.4045433,0,0.4045433,0,0
FLK,ESP,Import,0.4050955,0,0.4050955,0,0
BES,CAN,Export,0.4052673,0,0.4052673,0,0
TLS,IDN,Import,0.4095744,0,0.4095744,0,0
LUX,SWE,Export,0.4100302,0,0.0019161,0.4081141,0
NAM,ZWE,Import,0.4113216,0,0,0,0.4113216
ZWE,NAM,Export,0.4113216,0,0,0,0.4113216
PRY,URY,Import,0.4152537,0,0.4152537,0,0
URY,PRY,Export,0.4152537,0,0.4152537,0,0
SPM,CAN,Import,0.4219174,0.002002,0.4199154,0,0
CRI,GBR,Import,0.4249185,0,0.4249185,0,0
TTO,ESP,Import,0.4257,0,0.4257,0,0
GAB,COG,Import,0.4265283,0,0.4265283,0,0
KGZ,GBR,Export,0.4267,0.4267,0,0,0
BEN,TGO,Export,0.428186,0,0.428186,0,0
CUW,CIV,Import,0.4286276,0,0.4286276,0,0
GIN,ARE,Import,0.438782,0,0.438782,0,0
SLB,AUS,Import,0.4394024,0,0.4394024,0,0
SLE,CHN,Import,0.4436338,0,0.4436338,0,0
BES,FRA,Export,0.4470683,0,0.4470683,0,0
NER,CHE,Import,0.450464,0,0.450464,0,0
LCA,USA,Export,0.4511838,0.0059893,0.4451945,0,0
ALB,TUR,Export,0.4517209,0,0.4517209,0,0
SLV,COL,Import,0.4521605,0.0044372,0.4477233,0,0
CRI,TTO,Import,0.4549235,0,0,0.4549235,0
ISL,DEU,Import,0.455,0.06,0.395,0,0
DOM,MEX,Export,0.455718,0,0.455718,0,0
IRQ,RUS,Import,0.4557433,0.00075,0.4549933,0,0
ALB,MDA,Export,0.4594364,0,0.4594364,0,0
ALB,DEU,Export,0.4639591,0,0.4639591,0,0
QAT,SAU,Import,0.4675456,0.00184,0.4657056,0,0
ISL,GBR,Import,0.4715,0.116,0.3555,0,0
AFG,FIN,Import,0.4729313,0,0.4729313,0,0
ARM,VNM,Import,0.473,0,0.473,0,0
UZB,EST,Import,0.473,0,0.473,0,0
UZB,TUR,Import,0.47327,0.00027,0.473,0,0
AZE,TUR,Import,0.475982,0.0016003,0.474,0,0.0003816
FJI,AUS,Import,0.4800251,0.0000702,0.4799549,0,0
FJI,USA,Import,0.4801805,0,0.4801805,0,0
SDN,MAR,Import,0.4811519,0,0.4811519,0,0
MDA,ISR,Import,0.4838331,0,0.4838331,0,0
GNQ,ARE,Import,0.4853901,0,0.4853901,0,0
ALB,SRB,Import,0.4868288,0,0.0824876,0,0.4043412
LKA,CHN,Export,0.4874507,0.00026,0.4871907,0,0
GAB,ARE,Import,0.495525,0,0.495525,0,0
SHN,GRC,Import,0.4974066,0,0.4974066,0,0
LUX,HRV,Export,0.4980096,0,0,0,0.4980096
IRL,MOZ,Export,0.4983982,0,0.4983982,0,0
ZWE,ZMB,Import,0.4993177,0,0.0236497,0,0.475668
ZMB,ZWE,Export,0.4993177,0,0.0236497,0,0.475668
VGB,RUS,Import,0.5019564,0.04329,0.4586665,0,0
FLK,AUS,Import,0.5050873,0.5050873,0,0,0
ASM,MYS,Import,0.5105109,0,0.510511,0,0
FJI,SWZ,Import,0.5135077,0,0.5135077,0,0
SWZ,FJI,Export,0.5135077,0,0.5135077,0,0
MNE,BIH,Export,0.5153027,0.0006322,0.0468685,0,0.467802
GIB,BEL,Export,0.5178739,0,0.5178739,0,0
URY,CHL,Import,0.5193375,0,0.5193375,0,0
KEN,TZA,Export,0.5241881,0,0.5241881,0,0
MUS,ZAF,Export,0.530242,0,0.5302419,0,0
BLZ,HND,Import,0.5311719,0,0.5311719,0,0
HND,BLZ,Export,0.5311719,0,0.5311719,0,0
ISL,DNK,Export,0.531884,0,0.531884,0,0
BGD,KOR,Import,0.5320441,0,0.5320441,0,0
KAZ,ITA,Import,0.5362319,0.000135,0.5360969,0,0
CXR,AUS,Import,0.5387487,0,0.5387487,0,0
ETH,EGY,Import,0.540393,0,0.540393,0,0
PLW,KOR,Import,0.5411518,0,0.5411518,0,0
VCT,TUR,Import,0.5418994,0,0.5418994,0,0
BLZ,TUR,Import,0.5431227,0,0.5431227,0,0
KAZ,KGZ,Import,0.5451541,0.0556751,0.0375998,0,0.4518792
KGZ,KAZ,Export,0.5451541,0.0556751,0.0375998,0,0.4518792
MUS,CHN,Import,0.5474608,0.0012514,0.5462094,0,0
LUX,SVK,Export,0.5521384,0,0.0000002,0.5521381,0
GMB,MAR,Import,0.5659375,0,0.5659375,0,0
NPL,MOZ,Import,0.5704112,0.5704112,0,0,0
ISL,ISR,Export,0.5739478,0,0.5739478,0,0
FJI,CHE,Import,0.573965,0,0.573965,0,0
IRL,ITA,Export,0.5775999,0.5346572,0.0054415,0,0.0375012
ARM,GEO,Import,0.5800394,0.054897,0.0194504,0,0.505692
BEN,BEL,Export,0.5823237,0,0.5823237,0,0
CPV,BEL,Import,0.58814,0,0.58814,0,0
VCT,CHN,Import,0.5916865,0,0.5916865,0,0
MNE,ROU,Import,0.5942673,0,0.5942673,0,0
ABW,FRA,Import,0.5959402,0,0.5959402,0,0
PER,BEL,Import,0.6016232,0,0.6016232,0,0
FRO,BEL,Import,0.6025188,0,0.6025188,0,0
MNG,MYS,Import,0.6054897,0,0.6054897,0,0
COK,FJI,Import,0.6070054,0,0.6070054,0,0
FJI,COK,Export,0.6070054,0,0.6070054,0,0
MWI,ARE,Import,0.6079453,0,0.607935,0.0000103,0
SWZ,BOL,Export,0.6089144,0,0.6089144,0,0
FRO,SWE,Import,0.61401,0.00053,0.61348,0,0
MNG,SGP,Import,0.6144017,0,0.6144016,0,0
ISL,RUS,Import,0.6149,0,0.6149,0,0
QAT,TUR,Import,0.6149,0,0.6149,0,0
BFA,NLD,Import,0.6192652,0,0.6192652,0,0
COK,NZL,Import,0.6194885,0.0006082,0.6188708,0.0000095,0
SUR,VEN,Import,0.6198182,0,0.6198181,0,0
MUS,ARG,Import,0.6201923,0,0.6201923,0,0
SLE,ESP,Import,0.6216231,0,0.6216231,0,0
SYR,TUR,Import,0.6222724,0.0297724,0.5925,0,0
UZB,GRC,Export,0.63434,0,0.63434,0,0
ALB,BIH,Import,0.6352299,0.5585928,0.0766371,0,0
GTM,NIC,Export,0.6359452,0.0000579,0.5135665,0,0.1223208
NIC,GTM,Import,0.6359452,0.0000579,0.5135665,0,0.1223208
DOM,HTI,Export,0.6365437,0.0000001,0.6036577,0.0328859,0
HTI,DOM,Import,0.6365437,0.0000001,0.6036577,0.0328859,0
FJI,WLF,Export,0.6377825,0,0.6377826,0,0
WLF,FJI,Import,0.6377825,0,0.6377826,0,0
MDG,ESP,Import,0.6388235,0,0.6388235,0,0
ZMB,CHN,Import,0.6391165,0.0450795,0.594037,0,0
MUS,NOR,Import,0.6412778,0,0.6412778,0,0
LBR,ARE,Import,0.6439242,0,0.6439242,0,0
GMB,FRA,Import,0.6444058,0,0.6444058,0,0
SDN,RUS,Import,0.6451475,0,0.6451475,0,0
ALB,MNE,Export,0.6527256,0,0.6527256,0,0
MNE,ALB,Import,0.6527256,0,0.6527256,0,0
BDI,ZAF,Import,0.6661353,0,0.6661353,0,0
ABW,ITA,Export,0.6666877,0,0.6666877,0,0
SLV,ESP,Export,0.6711488,0,0.6711488,0,0
MDA,BGR,Export,0.6715891,0,0.6715891,0,0
MMR,ARE,Import,0.673329,0,0.673329,0,0
FRO,DNK,Import,0.6780727,0.0023042,0.6757684,0,0
GUY,USA,Import,0.6820476,0.000004,0.6820435,0,0
AIA,USA,Import,0.6857142,0.0004298,0.6852844,0,0
LKA,MDV,Export,0.6938838,0.0000394,0.6938445,0,0
MDV,LKA,Import,0.6938838,0.0000394,0.6938445,0,0
SDN,GBR,Import,0.6942399,0,0.6942399,0,0
TZA,KEN,Export,0.7003646,0.5325336,0.1653167,0.0025144,0
PRY,BEL,Import,0.7012447,0,0.7012448,0,0
LBR,NLD,Import,0.7069324,0,0.7069324,0,0
SWZ,NGA,Export,0.7140116,0,0.7140117,0,0
IRN,KAZ,Import,0.7175588,0,0.7175588,0,0
MHL,DOM,Export,0.7197121,0,0.7197122,0,0
CYM,BHS,Export,0.7224018,0,0.7224018,0,0
KAZ,IND,Import,0.7234832,0,0.7234832,0,0
LAO,VNM,Export,0.7271161,0.1675213,0,0,0.5595948
LBN,SYR,Export,0.7415411,0,0.7410567,0.0004844,0
SYR,LBN,Import,0.7415411,0,0.7410567,0.0004844,0
SLV,GTM,Export,0.7487119,0.0000103,0.5982216,0,0.15048
PER,VEN,Import,0.7506685,0.7453445,0.005324,0,0
COG,CMR,Import,0.7516797,0.0000386,0.7516411,0,0
ISL,GBR,Export,0.7568,0,0.7568,0,0
MDV,KOR,Import,0.7569665,0,0.7569664,0,0
MSR,USA,Import,0.7574045,0.0000214,0.7573806,0.0000024,0
SDN,MYS,Import,0.7592642,0,0.7592642,0,0
KAZ,TUR,Import,0.7652305,0.0001305,0.7651,0,0
MNG,JPN,Import,0.7656777,0.0000044,0.7656733,0,0
AZE,LTU,Import,0.7686787,0.0212148,0.7474638,0,0
COD,RWA,Import,0.7697537,0,0.7697537,0,0
RWA,COD,Export,0.7697537,0,0.7697537,0,0
PYF,MYS,Import,0.7701415,0,0.7701415,0,0
CUB,NLD,Export,0.7703495,0,0.7703495,0,0
MUS,SGP,Import,0.7801281,0,0.7766321,0.0034959,0
FLK,RUS,Import,0.7802993,0,0.7802993,0,0
HND,PAN,Import,0.7824081,0,0.782408,0,0
ISL,NLD,Export,0.79,0,0.79,0,0
LBR,IDN,Import,0.790188,0.790188,0,0,0
GTM,RUS,Import,0.7921639,0,0.7921639,0,0
GAB,COL,Import,0.79976,0.79976,0,0,0
ALB,GBR,Export,0.8007087,0,0.8007087,0,0
NCL,VNM,Import,0.80262,0.80262,0,0,0
ALB,ESP,Import,0.8030154,0,0.8030154,0,0
JOR,ARE,Export,0.8053427,0,0.8053427,0,0
ZMB,MOZ,Import,0.8092865,0.251,0.5582865,0,0
MDA,LTU,Import,0.8113541,0.0065582,0.8047959,0,0
URY,TTO,Import,0.8123728,0,0.8123728,0,0
UGA,LVA,Import,0.816226,0,0.816226,0,0
ALB,TUN,Import,0.8245475,0,0.8245475,0,0
JAM,BHS,Import,0.8288639,0,0.8288639,0,0
URY,ZAF,Import,0.829248,0.8283,0.000948,0,0
UGA,ZAF,Import,0.8293532,0.7032306,0.121123,0.0049996,0
NER,DZA,Import,0.8323558,0,0.8323558,0,0
