index,Country,Week,Deaths_old,Deaths_2020,Deaths_2021
1273,Taiwan,2,3409.4,3528.0,0.0
1274,Taiwan,3,3532.4,3572.0,0.0
1275,Taiwan,4,3586.2,3663.0,0.0
1276,Taiwan,5,3663.8,3862.0,0.0
1277,Taiwan,6,3746.8,3993.0,0.0
1278,Taiwan,7,3832.0,3860.0,0.0
1279,Taiwan,8,3709.2,3655.0,0.0
1280,Taiwan,9,3600.6,3556.0,0.0
1281,Taiwan,10,3525.6,3579.0,0.0
1282,Taiwan,11,3485.4,3202.0,0.0
1283,Taiwan,12,3438.8,3485.0,0.0
1284,Taiwan,13,3423.6,3287.0,0.0
1285,Taiwan,14,3369.8,3292.0,0.0
1286,Taiwan,15,3301.6,3356.0,0.0
1287,Taiwan,16,3252.4,3553.0,0.0
1288,Taiwan,17,3162.6,3180.0,0.0
1289,Taiwan,18,3180.4,3301.0,0.0
1290,Taiwan,19,3095.8,3278.0,0.0
1291,Taiwan,20,3145.2,3165.0,0.0
1292,Taiwan,21,3119.2,2961.0,0.0
1293,Taiwan,22,3161.2,3074.0,0.0
1294,Taiwan,23,3141.2,3149.0,0.0
1295,Taiwan,24,3181.8,3148.0,0.0
1296,Taiwan,25,3283.6,3188.0,0.0
1297,Taiwan,26,3257.8,3260.0,0.0
1298,Taiwan,27,3300.6,3245.0,0.0
1299,Taiwan,28,3248.0,3058.0,0.0
1300,Taiwan,29,3248.2,3241.0,0.0
1301,Taiwan,30,3257.2,3215.0,0.0
1302,Taiwan,31,3197.4,3079.0,0.0
1303,Taiwan,32,3205.4,3041.0,0.0
1304,Taiwan,33,3117.2,3054.0,0.0
1305,Taiwan,34,3121.6,3132.0,0.0
1306,Taiwan,35,3081.0,2972.0,0.0
1307,Taiwan,36,3157.0,3125.0,0.0
1308,Taiwan,37,3172.2,3097.0,0.0
1309,Taiwan,38,3155.2,3144.0,0.0
1310,Taiwan,39,3158.8,3183.0,0.0
1311,Taiwan,40,3156.4,3105.0,0.0
1312,Taiwan,41,3127.4,3158.0,0.0
1313,Taiwan,42,3128.4,3128.0,0.0
1314,Taiwan,43,3185.6,3243.0,0.0
1315,Taiwan,44,3177.8,3316.0,0.0
1316,Taiwan,45,3173.8,3194.0,0.0
1317,Taiwan,46,3126.2,3263.0,0.0
1318,Taiwan,47,3087.8,3280.0,0.0
1319,Taiwan,48,3171.8,3233.0,0.0
1320,Taiwan,49,3284.0,3287.0,0.0
1321,Taiwan,50,3389.0,3413.0,0.0
1322,Taiwan,51,3439.2,3507.0,0.0
1323,Taiwan,52,3372.4,3473.0,0.0
1324,Taiwan,53,3293.0,0.0,0.0
1325,Italy,1,15436.0,13483.0,15838.0
1326,Italy,2,15733.2,13974.0,15845.0
1327,Italy,3,15511.4,14049.0,16004.0
1328,Italy,4,14971.0,13989.0,15303.0
1329,Italy,5,14866.0,13900.0,0.0
1330,Italy,6,14392.2,13537.0,0.0
1331,Italy,7,14230.6,13641.0,0.0
1332,Italy,8,13969.6,13257.0,0.0
1333,Italy,9,13895.0,13696.0,0.0
1334,Italy,10,13599.4,14706.0,0.0
1335,Italy,11,13233.2,18234.0,0.0
1336,Italy,12,12730.8,21929.0,0.0
1337,Italy,13,12686.0,23457.0,0.0
1338,Italy,14,12417.8,20901.0,0.0
1339,Italy,15,12192.8,18949.0,0.0
1340,Italy,16,12002.4,16757.0,0.0
1341,Italy,17,11815.0,14725.0,0.0
1342,Italy,18,11634.6,13156.0,0.0
1343,Italy,19,11637.4,12604.0,0.0
1344,Italy,20,11302.4,11976.0,0.0
1345,Italy,21,11410.6,11447.0,0.0
1346,Italy,22,11182.2,10982.0,0.0
1347,Italy,23,11445.0,11144.0,0.0
1348,Italy,24,11356.0,10708.0,0.0
1349,Italy,25,11222.2,11123.0,0.0
1350,Italy,26,11287.2,12070.0,0.0
1351,Italy,27,11550.4,12396.0,0.0
1352,Italy,28,11793.8,11484.0,0.0
