State,Measure,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
All states,WillingnessCountry,3.13,2.96,2.76,2.71,2.59,2.61,2.56,2.52,2.69,2.58,2.53,2.51
Pennsylvania,NBTcountry,5.48,5.71,5.63,5.58,5.41,5.7,5.79,5.77,5.59,5.38,5.33,5
Virginia,NBTcountry,5.55,4.55,4.25,4.57,4.75,5.15,4.29,4.91,4.25,4.3,4.88,4.88
Tennessee,NBTcountry,5.5,5.75,6,5.64,6,5.25,5.67,6,6,6.2,5.5,5.38
California,NBTcountry,5.54,5.27,5.39,5.26,5.25,5.25,5.28,5.24,5.12,4.94,5.05,5.02
Georgia,NBTcountry,5.51,5.63,5.75,5.58,5.8,5.72,5.67,5.71,5.5,5.35,5.11,5.33
Texas,NBTcountry,5.64,5.49,5.3,5.51,5.77,5.59,5.24,5.58,5.58,5.63,5.47,5.24
Massachusetts,NBTcountry,5.19,5.47,5.25,5.24,5.38,4.8,4.73,4.94,5,4.92,4.81,5.08
New York,NBTcountry,5.85,5.75,5.41,5.51,5.83,5.81,5.96,5.92,5.91,5.76,5.37,5.5
Kentucky,NBTcountry,6.43,5.92,5.69,5.64,6.09,5.36,5.88,6,5.29,6.11,5.63,5.89
Maryland,NBTcountry,5.44,5.3,5.27,5.33,5.2,5.7,5.22,5.4,5.9,5.11,5.13,5
Washington,NBTcountry,5.73,5.29,4.89,5.06,5,5.41,4.92,5.15,5.17,5.25,5.09,5.6
Indiana,NBTcountry,5.61,5.31,5.64,4.93,5.6,5.3,5.2,5.7,5.22,5.29,5.22,5.38
Ohio,NBTcountry,5.43,5.72,5.56,5.21,5.26,5.52,5.53,5.44,5,5.47,5.67,5.39
Michigan,NBTcountry,5.63,5.7,5.5,5.13,5.55,5.53,5.38,5.5,5.56,5.33,5.5,5.57
Hawaii,NBTcountry,4.8,5.5,6,4.5,5,5.6,4.5,4.6,4.5,4.33,4.67,4.5
North Carolina,NBTcountry,5.36,5.15,4.82,4.83,4.63,4.24,4.37,4.94,4.67,4.84,4.68,4.69
Oregon,NBTcountry,5.4,5.14,4.78,4.7,5.2,4.8,5.11,5,4.86,5,4.38,5
New Mexico,NBTcountry,6.25,6,5.33,5.33,6,3.5,6,6.33,5,6.33,4.5,6
Florida,NBTcountry,5.35,5.29,5.35,5.13,5.22,5.02,5.08,5.28,5.24,5.08,5.03,5.26
Illinois,NBTcountry,5.14,5.09,5.27,4.95,4.86,5.24,4.77,5.24,5.57,5.06,5.14,5.36
Arizona,NBTcountry,5.64,6.07,5.29,5.42,5.44,5.6,5.29,5.13,5.43,5.14,4.78,5.67
Colorado,NBTcountry,6.08,6.2,6,5.56,5.6,5.7,5.75,5.86,5.75,5.88,5.6,6.11
Oklahoma,NBTcountry,5.29,5.33,4.67,4.63,5.25,4.6,4.67,4.83,5,5.2,5,5.14
Missouri,NBTcountry,5.08,5.27,5.56,4.8,5.86,5.67,5.5,5.17,5.5,5.33,5.29,5.4
Arkansas,NBTcountry,5.89,5.83,5.5,6.2,5.67,7,5.75,5.5,5.75,7,4.67,6
Idaho,NBTcountry,6,6.33,6.5,6,5.67,5,5.67,5.33,5.67,4.67,5.33,6
Alabama,NBTcountry,5,5.29,4.88,4.88,4.33,5.33,5.5,5.5,5,0,0,0
West Virginia,NBTcountry,6.25,5.25,6.25,5.25,5.33,6,5,5,5.33,5.33,5,5
Puerto Rico,NBTcountry,4,4,4,4,4,4,4,4,4,4,4,4
Vermont,NBTcountry,5.67,6.33,5.5,4.5,4,3.5,5,3.5,6,4,5,5
Montana,NBTcountry,6,6,6,6,6,6,0,6,6,6,6,0
Wisconsin,NBTcountry,5.53,5.64,6,5.64,5.85,6.11,5.89,6,5.29,5.44,5.6,6.33
Kansas,NBTcountry,6,4.8,6,5.75,5,5,5.33,5,7,6,0,0
District of Columbia,NBTcountry,5.5,7,6,4.5,6,7,5,7,6,0,6,6
Louisiana,NBTcountry,6,5.38,5.86,4.86,5.25,5.33,5.5,5.43,5.67,4.8,5.17,4.5
Minnesota,NBTcountry,5.29,5.71,5.5,6.2,5,5,5,6,5,0,5,6
South Carolina,NBTcountry,5.85,6.18,5.67,5.5,5.56,5.88,5.67,5.63,5.63,5.2,5.2,5.5
Iowa,NBTcountry,5.43,5.2,4.75,5,4.75,4.33,3,4.5,4.33,5.5,3.5,4
New Jersey,NBTcountry,5.64,5.59,5.55,5.53,5.53,5.23,5.7,5.8,5.45,5.42,5.33,5
Nebraska,NBTcountry,6.4,5.5,6.2,5.6,5.75,6,6.33,6.25,6,6,5.67,5.33
New Hampshire,NBTcountry,5,4.5,5.67,5,5.5,5,5.5,5.67,6,5,6.5,5
Mississippi,NBTcountry,5,4.67,5,5.5,4.25,3.33,5.5,4.25,4.67,4.67,5,5
none,NBTcountry,6.09,5.33,6,4,5,5,4,6,5,0,0,6
Rhode Island,NBTcountry,4,7,6.5,6,6,0,5,5.5,0,0,6,5
Nevada,NBTcountry,6.14,5.2,4.6,5,4.6,5,5.2,5,5.4,5.4,4.6,3.6
Delaware,NBTcountry,5.67,5,4,7,5,4,5.5,5.5,4,4.5,6,5
Connecticut,NBTcountry,5.6,6,5.67,5,6,5.67,2,6,6,5.5,6,6
South Dakota,NBTcountry,7,0,5,7,0,7,0,0,0,0,0,0
Utah,NBTcountry,6,5,6,5,5,6,4,5,0,5,0,5
Maine,NBTcountry,5,0,0,0,0,0,0,0,0,4,0,0
All states,NBTcountry,5.57,5.48,5.4,5.27,5.37,5.34,5.29,5.41,5.34,5.25,5.18,5.26
Alabama,CovidCases,1055.29,1722.43,2040.71,3295,2775.86,948.14,418.71,393.14,278.14,182.43,1592.86,2828.86
Alaska,CovidCases,91.14,486.71,602.86,269.43,182.43,126.71,157,166.86,46.71,22.86,212,498.43
American Samoa,CovidCases,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,CovidCases,467.86,1026.43,3920,6154,6859.57,1487.43,519.29,716.29,558.14,481.29,1332.43,2626.29
Arkansas,CovidCases,799.29,1034,1600.71,1917.29,1835.71,560.71,182,184.14,179.14,254.57,1548.43,2242.14
California,CovidCases,3520.43,4466.86,13877.29,38331.71,21859.57,5493.86,2691,1970.43,1808.86,1483.71,7608.71,15049.86
Colorado,CovidCases,593.43,1593,4372,2233.14,1581.29,1071.86,1132,1748.43,801.14,420.86,631,1521.57
Connecticut,CovidCases,151.43,597.43,1587.43,1974.71,1886.43,977.86,1217,743,140.43,65,220.29,605.86
Delaware,CovidCases,101,132,478.43,633.14,579.57,273.86,253.57,270.86,82.29,18.43,62.71,335.86
Diamond Princess,CovidCases,0,0,0,0,0,0,0,0,0,0,0,0
District of Columbia,CovidCases,44.71,65.86,192.43,228.86,208.86,117.57,135.14,86,26,8.86,52.43,161.71
Florida,CovidCases,2492.71,3703.14,7638.57,9656.57,10737.14,5970.86,5093.71,5512.14,2284.43,1578.29,10452.29,21673
Georgia,CovidCases,1264.57,1562,2965.71,6400.29,6993.71,2915.86,1366,1343.71,551.14,316.86,2078.86,8621.71
Grand Princess,CovidCases,0,0,0,0,0,0,0,0,0,0,0,0
Guam,CovidCases,30.29,76,45.14,10,6.71,2.71,2.86,7.86,4.29,8.71,4,91.57
Hawaii,CovidCases,98.86,88.14,103,98,116.43,57.86,92.71,85.86,52.43,44.57,205.14,700.14
Idaho,CovidCases,435.57,894.29,1260.86,876.14,517.71,279.14,286.86,221.29,139.57,97.71,232.71,647
Illinois,CovidCases,1961.71,4747.14,9521.43,5327.57,4403.86,1809.57,2279.57,2705.57,1056.43,249.14,1294,3533.86
Indiana,CovidCases,827.14,2271.43,5689.29,4012.43,2694.71,975.14,873.57,978.71,597.14,208.14,697,3489
Iowa,CovidCases,872,1337.29,2568,1130.43,1046.71,586.86,561.29,392.29,135.57,69.29,199.29,1016
Kansas,CovidCases,805.29,1034.14,2637.14,1607.57,1317.71,397.43,209.86,222.14,146.29,106,642.71,1689.86
Kentucky,CovidCases,704.29,1441.86,2610.57,2031.43,2659.14,1177,599.43,533.29,410.43,148.14,852.86,3822.14
Louisiana,CovidCases,520.71,615.71,1984.71,1896.86,2547.71,900.71,476,453.29,408,295.43,2929,4684.86
Maine,CovidCases,32,46,166.43,433.43,458.14,152.43,198,352.14,126.86,24.29,61.29,175
Maryland,CovidCases,461.14,713.86,2068.14,2301.43,2029.43,780.29,1145.86,986.71,287.29,54.43,267,1049.86
Massachusetts,CovidCases,409.86,1081.86,2616.29,4222.86,4066.14,1740.86,2123.29,1352.57,339.29,54.86,487.86,1374.57
Michigan,CovidCases,898,2335.71,7018.71,2680.14,2052,1239.86,4661.43,4856,952.57,138.57,418.29,2046.57
Minnesota,CovidCases,991.14,1715,5867.29,1546.71,1117.86,813,1404.86,1666.86,479.43,90.57,289.43,1421
Mississippi,CovidCases,512.86,756.43,1077,1798.43,1692.14,521.43,254.14,224.86,158.43,127,1094,3397.14
Missouri,CovidCases,1520.86,1909,3714.57,2226.43,1672.29,868.29,689.57,627,456.14,780.86,2431.71,2392.14
Montana,CovidCases,249.14,750.43,900.43,382.14,325.14,176.57,152.57,129.71,85.43,51.71,94.86,413.71
Nebraska,CovidCases,399.86,852.43,1756.29,820.86,614.57,286.43,290.86,283.14,66.14,34.29,139.71,620.29
Nevada,CovidCases,419.43,772.71,2499.43,1784.71,1247.14,389.86,269,395.86,209,391.29,897.14,1150.71
New Hampshire,CovidCases,28.71,100.29,387.14,611.71,589.43,303.71,354.86,307.14,74.57,21.29,45.71,270.57
New Jersey,CovidCases,579.43,1622.57,4555.86,4681.14,5056.71,3047.86,4395.14,1019.29,373,234.57,712.86,2023.43
New Mexico,CovidCases,168.57,753.29,2077.43,1121.57,744.57,383.71,188.14,197.43,143.29,84.57,221.71,810.86
New York,CovidCases,845.43,1830.29,6497.57,10486,12751.57,7257.29,9709,4128.57,1129.14,312.29,1578.71,4403.14
North Carolina,CovidCases,1973.29,2161.86,3671,5295.57,6014,2750.71,1466.43,1886.43,811.71,318.57,1649.57,5904
North Dakota,CovidCases,396.14,780.57,913.57,205.86,134,79.71,133.14,136.57,54.29,14,35.14,249
Northern Mariana Islands,CovidCases,0.29,0.57,0.14,0.86,0.43,1.14,0.29,0.29,0.71,0,0,0
Ohio,CovidCases,923.14,2443,9059.57,6527.14,5121.57,2097.86,1696,1522.29,795.71,258.57,696.86,3481
Oklahoma,CovidCases,1100.86,1265.86,3271.43,2736.14,2678.57,820.43,366.29,238.29,141.14,196.43,1158.86,2271.29
Oregon,CovidCases,283.14,381.71,1262.57,970,703,384,345.86,840.43,407.71,202.57,442.57,2185.43
Pennsylvania,CovidCases,813.86,1935.71,6993.86,7114.71,4999.71,2458.86,3582.14,3709.71,1200.57,200.57,587.29,2861.43
Puerto Rico,CovidCases,631.43,693.43,735.29,687,533,176.57,281.71,809.43,144.71,34.71,318.29,1020.29
Rhode Island,CovidCases,80.14,399.43,850.43,767.29,733.29,353.86,390.86,266,106.14,18.71,84.86,275.57
South Carolina,CovidCases,1147.57,1012.29,1413.29,3188.14,3912.57,2194,1088.14,764.29,342.43,99.43,976.57,4246
South Dakota,CovidCases,384.14,896.14,983.57,369,220.71,155.57,196.71,124,32.57,14.71,28,309.71
Tennessee,CovidCases,1350.29,2600.71,3939.86,5459.14,3073.57,1405.71,1167.29,1097.57,342.43,101.57,1255.57,5569.29
Texas,CovidCases,6890,6229.14,10577.57,14261.86,17666.57,7964.43,4017,3218.71,1760.86,1260.71,5613.71,16970.43
Utah,CovidCases,956.43,1512.14,2586.86,1972.43,1757.71,689.71,419,390.29,243.29,329.57,645.14,1119.86
Vermont,CovidCases,4.14,22.43,69.57,83.71,129.71,101.71,154.29,80.43,22.29,4.57,24.14,123
Virgin Islands,CovidCases,8.57,2,6.71,8.29,9.71,8.71,20,7.43,13,11.86,26.86,42
Virginia,CovidCases,821.86,1093.57,2562.57,3612.14,4708.86,1815.57,1494.57,1096.14,360.43,209.29,671.14,2731.14
Washington,CovidCases,556.71,728.43,2757.43,1719.57,1610.29,845.43,904.71,1398.71,1121.86,457.29,1065.86,3163.57
West Virginia,CovidCases,182.57,312.86,892.43,1157,871.14,311.29,398.14,340.86,228,60.29,133,895.43
Wisconsin,CovidCases,2011.86,4228.71,4682.86,2254.86,1783,720.57,675.14,713.29,327.57,82.71,398.43,1639.71
Wyoming,CovidCases,97.71,325.71,645.43,226.57,177.71,95.29,66.43,61,65.43,65.86,106,383.43
All states,CovidCases,41858.43,71813,168935,184941.57,162757.29,69451,63253.57,54037,23043.14,12403.71,57081.14,152542.57
Alabama,CovidDeaths,9.14,12.43,16.43,46.14,127,42.29,12.86,8,9,4.29,5.71,18.29
Alaska,CovidDeaths,1,0.43,2.71,2.29,1.14,0.14,0.43,1.86,0,0.14,0.43,3.71
American Samoa,CovidDeaths,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,CovidDeaths,22.14,7.71,23.86,71,159.29,68,24.71,11.86,12.14,10.86,7.71,19.14
Arkansas,CovidDeaths,14.86,18.43,16,34.57,43,10.14,8,2.71,3,2.71,10,29.86
California,CovidDeaths,80.71,57.86,60.29,231,536.71,424.71,215,57.57,50.57,41.86,22.43,78.86
Colorado,CovidDeaths,3.86,7.71,28,36.14,18.57,8.86,2.71,7.57,9.57,5.43,5.43,4.71
Connecticut,CovidDeaths,1.29,5.14,19,32.57,35.71,14.14,4.71,6.71,3.14,0.71,0.86,4
Delaware,CovidDeaths,1.57,3,3.71,8.43,6.14,7.43,2.14,2,1.14,1.71,0.14,2.86
Diamond Princess,CovidDeaths,0,0,0,0,0,0,0,0,0,0,0,0
District of Columbia,CovidDeaths,0.71,0.29,1.14,4.14,4.57,2.29,0.86,0.43,1,0,0.14,0.29
Florida,CovidDeaths,105,57.14,73.14,89.71,179.29,133.14,62.29,60.71,55.14,31,40.29,227.57
Georgia,CovidDeaths,45,24.29,35,42.43,123.57,87,56.57,32.71,26.14,10.57,9.14,42.43
Grand Princess,CovidDeaths,0,0,0,0,0,0,0,0,0,0,0,0
Guam,CovidDeaths,1.14,1.29,1.29,0.14,0.14,0,0,0,0,0,0,0.14
Hawaii,CovidDeaths,1.57,3.71,1.29,0.43,11.29,1,1.14,0.71,0.86,0.71,0.86,2.71
Idaho,CovidDeaths,2.71,7.14,9.43,10.86,11.29,4.71,1.86,2.57,1.43,3.29,1.71,5.14
Illinois,CovidDeaths,22.86,43,126.57,134.71,94.86,43.86,23.43,26.43,26.86,9.43,4.57,18.71
Indiana,CovidDeaths,14.29,33.57,81.86,87.14,50.14,29.43,11,8.43,8.29,3.86,1.86,20.29
Iowa,CovidDeaths,7,14.86,26.29,22.29,15.14,18.14,7.14,5.29,3.14,2.71,1.71,6
Kansas,CovidDeaths,5.57,12.57,17,13.71,20.29,17,7.14,2.14,2,2.57,6.57,19.71
Kentucky,CovidDeaths,6.57,12.29,14.57,21.57,42.71,28.43,41.86,16.57,7.86,3.29,2.57,24.57
Louisiana,CovidDeaths,14.57,14.29,22.57,32.71,43.57,21,14.14,6.57,7.57,5,10.43,61.86
Maine,CovidDeaths,0.14,0,2.43,4.71,4.57,6.43,1,1.43,1.29,0.57,2.14,2.43
Maryland,CovidDeaths,7,8.29,26.71,38.43,43.86,23,11.57,13.71,88.86,3.86,3.71,8.57
Massachusetts,CovidDeaths,13.71,18.57,26.86,57,67.86,42.57,35.43,11.71,6.86,3.43,4.14,5
Michigan,CovidDeaths,10.71,28.86,84.57,85.86,77.71,23.43,20.14,68.14,41.14,13.86,5.29,13.29
Minnesota,CovidDeaths,5.86,17.43,46.14,41.14,20.71,7.14,8.29,8.57,10,6,2.14,5.71
Mississippi,CovidDeaths,14.57,11.57,17.43,31.86,39.86,14.86,6.43,3.86,3.71,3.43,5.71,37.71
Missouri,CovidDeaths,32.71,33,39.43,55.57,39.43,31.71,11.14,9.57,11.71,4,12,34.86
Montana,CovidDeaths,2.14,7.57,9.86,6.57,15.29,2.14,3.14,2,0.86,1.57,0.43,3.43
Nebraska,CovidDeaths,3.86,7.86,12,10.86,7.86,5,5.71,2.86,-0.57,0,1.29,1.71
Nevada,CovidDeaths,7.71,4.14,15.43,26.57,38.71,15.86,9.14,9.57,4,2.57,10.86,18.29
New Hampshire,CovidDeaths,0.14,1,2.14,8.43,8,2.14,2.86,3.29,1.14,0.57,0.43,1.71
New Jersey,CovidDeaths,5.57,11.29,31.29,61.14,79.43,58.29,30.71,36.29,17.14,8.86,4.86,10.71
New Mexico,CovidDeaths,3.29,5.43,25.29,28.86,27,12.29,5.14,4.14,19,2.71,2.43,4.14
New York,CovidDeaths,29.29,12,32.86,140,185.71,113.71,84.43,60.86,22.86,6.43,5.71,22.86
North Carolina,CovidDeaths,29.29,31.29,30.57,45.86,102.14,52.29,29.71,20.86,15,10.29,6.43,37.14
North Dakota,CovidDeaths,5,9.14,11.57,5.29,4.57,1,0.86,0.57,0.57,0.71,0.14,1.14
Northern Mariana Islands,CovidDeaths,0,0,0,0,0,0,0,0,0,0,0,0
Ohio,CovidDeaths,21,38.43,136,171.43,43.71,31.43,6.29,20.29,14.14,5.43,6.14,32.29
Oklahoma,CovidDeaths,8.71,11.71,13.29,23.57,43.29,26.86,8.86,2.71,53.29,4.29,5.29,19.43
Oregon,CovidDeaths,2.43,4.43,11,12.29,13.14,8.14,1.71,3.86,7.71,1.43,1.71,15.86
Pennsylvania,CovidDeaths,20.43,23.86,65.57,166.43,174.43,61.29,25,42.43,29.29,11.86,4.57,16.14
Puerto Rico,CovidDeaths,5.29,5.57,10.14,10.57,11,10.86,2.29,8.71,4.14,0.86,1,12
Rhode Island,CovidDeaths,2.71,3.43,7.43,10.29,11,2.86,1.86,1.43,0.71,0.57,0.29,1.71
South Carolina,CovidDeaths,19.29,20.86,10.29,30.14,49.29,37.71,16.43,11.43,6,3.86,3.57,31
South Dakota,CovidDeaths,2.57,6.43,23.57,9.29,10.29,3.71,1.43,1.14,0.43,0.43,0.29,0.43
Tennessee,CovidDeaths,22.57,36.43,47.14,64.57,108.57,44.71,15.29,9.57,9.14,4.86,7.57,27.14
Texas,CovidDeaths,94.86,76,125.86,151.57,340.86,220.57,106.71,50.71,39,23.86,28.29,163.29
Utah,CovidDeaths,1.14,3.86,10.86,8.29,14.71,10.43,7.43,1.71,2.14,3.86,2.57,8
Vermont,CovidDeaths,0,0,0.57,2.57,1,1.57,0.86,0.43,0,0,0,0.57
Virgin Islands,CovidDeaths,0,0,0,0,0,0,0.14,0,0,0,0.43,1.43
Virginia,CovidDeaths,22,16.43,16.57,29.57,52.43,157,11.57,13.86,12,8.43,3.29,11.86
Washington,CovidDeaths,6.86,9.57,17,12.71,38.71,19.14,6.29,7.86,9.14,11.71,6.57,21.57
West Virginia,CovidDeaths,3.71,3.29,8.57,19.14,16.71,6.14,4,-18.14,3.29,1.86,2.43,5.57
Wisconsin,CovidDeaths,5.71,31.29,45.86,44.14,38.14,21,4.86,9.57,11.43,7.43,5.86,9
Wyoming,CovidDeaths,0.14,2.29,5.57,7.71,6.57,1.29,0.29,0.29,0.86,0.86,0.86,3.71
All states,CovidDeaths,769.71,847.86,1548,2333.14,3315.43,2069.43,971.86,686.14,675.29,300.57,281,1180.57
