measure,location,sex,rei,Cancer,Cardiovascular diseases,Chronic respiratory diseases,Diabetes and kidney diseases,Digestive diseases,Enteric infections,HIV/AIDS,Interpersonal violence,Maternal disorders,Mental disorders,Musculoskeletal disorders,Neonatal disorders,Neurological disorders,Nutritional deficiencies,Other infectious diseases,Other non-communicable diseases,Respiratory infections and tuberculosis,Self-harm,Sense organ diseases,Sexually transmitted infections excluding HIV,Substance use disorders,Transport injuries,Unintentional injuries
DALYs,Central Asia,Male,High body-mass index,65114.0,1165547.0,17395.0,312164.0,2099.0,,,,,,38389.0,,10924.0,,,,,,3031.0,,,,
DALYs,Central Asia,Male,High fasting plasma glucose,42228.0,1206917.0,,592116.0,,,,,,,,,11040.0,,,,25822.0,,4345.0,,,,
DALYs,Central Asia,Male,High systolic blood pressure,,2397489.0,,83534.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Asia,Male,Impaired kidney function,,292319.0,,196261.0,,,,,,,1123.0,,,,,,,,,,,,
DALYs,Central Asia,Male,Low bone mineral density,,,,,,,,817.0,,,,,,,,,,,,,,10885.0,23180.0
DALYs,Central Asia,Male,Low physical activity,2300.0,213125.0,,11452.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Asia,Male,Occupational risks,32641.0,,49719.0,,,,,,,,142057.0,,,,,,,,35553.0,,,81201.0,130077.0
DALYs,Central Asia,Male,Other environmental risks,20303.0,120871.0,,2889.0,,,,,,5801.0,,,,,,,,,,,,,
DALYs,Central Asia,Male,Tobacco,386964.0,1367263.0,154889.0,100603.0,20726.0,,,252.0,,,116326.0,,23394.0,,,,210737.0,,7510.0,,,3334.0,5686.0
DALYs,Central Asia,Male,Unsafe sex,,,,,,,14817.0,,,,,,,,,,,,,8547.0,,,
DALYs,Central Asia,Male,"Unsafe water, sanitation, and handwashing",,,,,,122049.0,,,,,,,,,,,27947.0,,,,,,
DALYs,Central Europe,Both,Air pollution,228874.0,939833.0,310834.0,313217.0,,,,,,,,,,,,,104595.0,,20069.0,,,,
DALYs,Central Europe,Both,Alcohol use,757552.0,984073.0,,18236.0,471785.0,,,39100.0,,,,,70102.0,,,,143422.0,243543.0,,,503079.0,125452.0,350848.0
DALYs,Central Europe,Both,Child and maternal malnutrition,,,,,,17366.0,,,1400.0,,,316908.0,,178330.0,1070.0,723.0,43838.0,,,,,,
DALYs,Central Europe,Both,Childhood maltreatment,,,,,,,,,,34516.0,,,,,,,,,,,26800.0,,
DALYs,Central Europe,Both,Dietary risks,575791.0,5354840.0,,548721.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Both,Drug use,50213.0,,,,154742.0,,7185.0,,,,,,,,165.0,,,24963.0,,,189550.0,,
DALYs,Central Europe,Both,High LDL cholesterol,,2945743.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Both,High body-mass index,466924.0,2899495.0,65460.0,971682.0,18401.0,,,,,,287838.0,,194193.0,,,,,,22524.0,,,,
DALYs,Central Europe,Both,High fasting plasma glucose,349740.0,2365247.0,,1587872.0,,,,,,,,,104878.0,,,,8860.0,,20435.0,,,,
DALYs,Central Europe,Both,High systolic blood pressure,,6377566.0,,239320.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Both,Impaired kidney function,,671725.0,,392718.0,,,,,,,4040.0,,,,,,,,,,,,
DALYs,Central Europe,Both,Intimate partner violence,,,,,,,372.0,13102.0,64.0,16844.0,,,,,,,,,,,,,
DALYs,Central Europe,Both,Low bone mineral density,,,,,,,,2865.0,,,,,,,,,,,,,,50610.0,436350.0
DALYs,Central Europe,Both,Low physical activity,36909.0,665071.0,,38238.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Both,Occupational risks,227437.0,,154525.0,,,,,,,,400250.0,,,,,,,,77693.0,,,76461.0,184069.0
DALYs,Central Europe,Both,Other environmental risks,108184.0,227774.0,,6604.0,,,,,,8839.0,,,,,,,,,,,,,
DALYs,Central Europe,Both,Tobacco,2330483.0,2628200.0,710648.0,269601.0,46494.0,,,430.0,,,591135.0,,172159.0,,,,210427.0,,26727.0,,,8240.0,52939.0
DALYs,Central Europe,Both,Unsafe sex,182097.0,,,,,,18109.0,,,,,,,,,,,,,21105.0,,,
DALYs,Central Europe,Both,"Unsafe water, sanitation, and handwashing",,,,,,43626.0,,,,,,,,,,,3835.0,,,,,,
DALYs,Central Europe,Female,Air pollution,64445.0,374244.0,135073.0,149303.0,,,,,,,,,,,,,39752.0,,20069.0,,,,
DALYs,Central Europe,Female,Alcohol use,188795.0,,,,128129.0,,,6880.0,,,,,18014.0,,,,12213.0,19357.0,,,115552.0,19282.0,87233.0
DALYs,Central Europe,Female,Child and maternal malnutrition,,,,,,8086.0,,,1400.0,,,148876.0,,116290.0,503.0,306.0,18062.0,,,,,,
DALYs,Central Europe,Female,Childhood maltreatment,,,,,,,,,,15557.0,,,,,,,,,,,3667.0,,
DALYs,Central Europe,Female,Dietary risks,176498.0,2140356.0,,236203.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Female,Drug use,19150.0,,,,37817.0,,1693.0,,,,,,,,52.0,,,1793.0,,,55943.0,,
DALYs,Central Europe,Female,High LDL cholesterol,,1225827.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Female,High body-mass index,223973.0,1267480.0,38006.0,478160.0,11927.0,,,,,,164897.0,,136582.0,,,,,,14918.0,,,,
DALYs,Central Europe,Female,High fasting plasma glucose,137113.0,1008729.0,,753577.0,,,,,,,,,65764.0,,,,1466.0,,12071.0,,,,
DALYs,Central Europe,Female,High systolic blood pressure,,2851401.0,,118697.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Female,Impaired kidney function,,371280.0,,194264.0,,,,,,,1750.0,,,,,,,,,,,,
DALYs,Central Europe,Female,Intimate partner violence,,,,,,,372.0,13102.0,64.0,16844.0,,,,,,,,,,,,,
DALYs,Central Europe,Female,Low bone mineral density,,,,,,,,1469.0,,,,,,,,,,,,,,25480.0,271520.0
DALYs,Central Europe,Female,Low physical activity,20645.0,350473.0,,19680.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Female,Occupational risks,36200.0,,51623.0,,,,,,,,176300.0,,,,,,,,32411.0,,,7897.0,22585.0
DALYs,Central Europe,Female,Other environmental risks,28401.0,66125.0,,2192.0,,,,,,4117.0,,,,,,,,,,,,,
DALYs,Central Europe,Female,Tobacco,602228.0,867778.0,261043.0,105980.0,12036.0,,,148.0,,,266013.0,,76065.0,,,,53782.0,,11442.0,,,2648.0,24922.0
DALYs,Central Europe,Female,Unsafe sex,182097.0,,,,,,4394.0,,,,,,,,,,,,,13130.0,,,
DALYs,Central Europe,Female,"Unsafe water, sanitation, and handwashing",,,,,,23707.0,,,,,,,,,,,1408.0,,,,,,
DALYs,Central Europe,Male,Air pollution,164428.0,565589.0,175761.0,163914.0,,,,,,,,,,,,,64842.0,,,,,,
DALYs,Central Europe,Male,Alcohol use,568757.0,995084.0,,84706.0,343655.0,,,32220.0,,,,,52087.0,,,,131209.0,224185.0,,,387526.0,106169.0,263615.0
DALYs,Central Europe,Male,Child and maternal malnutrition,,,,,,9279.0,,,,,,168031.0,,62040.0,567.0,416.0,25775.0,,,,,,
DALYs,Central Europe,Male,Childhood maltreatment,,,,,,,,,,18959.0,,,,,,,,,,,23132.0,,
DALYs,Central Europe,Male,Dietary risks,399293.0,3214483.0,,312517.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Male,Drug use,31062.0,,,,116925.0,,5491.0,,,,,,,,112.0,,,23170.0,,,133607.0,,
DALYs,Central Europe,Male,High LDL cholesterol,,1719916.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Male,High body-mass index,242951.0,1632014.0,27454.0,493522.0,6474.0,,,,,,122940.0,,57610.0,,,,,,7606.0,,,,
DALYs,Central Europe,Male,High fasting plasma glucose,212626.0,1356517.0,,834294.0,,,,,,,,,39113.0,,,,7393.0,,8363.0,,,,
DALYs,Central Europe,Male,High systolic blood pressure,,3526164.0,,120622.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Male,Impaired kidney function,,300445.0,,198454.0,,,,,,,2290.0,,,,,,,,,,,,
DALYs,Central Europe,Male,Low bone mineral density,,,,,,,,1396.0,,,,,,,,,,,,,,25129.0,164829.0
DALYs,Central Europe,Male,Low physical activity,16264.0,314597.0,,18558.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Europe,Male,Occupational risks,191236.0,,102901.0,,,,,,,,223950.0,,,,,,,,45282.0,,,68563.0,161484.0
DALYs,Central Europe,Male,Other environmental risks,79783.0,161649.0,,4411.0,,,,,,4721.0,,,,,,,,,,,,,
DALYs,Central Europe,Male,Tobacco,1728254.0,1760422.0,449604.0,163621.0,34458.0,,,282.0,,,325122.0,,96094.0,,,,156644.0,,15284.0,,,5591.0,28017.0
DALYs,Central Europe,Male,Unsafe sex,,,,,,,13714.0,,,,,,,,,,,,,7974.0,,,
DALYs,Central Europe,Male,"Unsafe water, sanitation, and handwashing",,,,,,19919.0,,,,,,,,,,,2427.0,,,,,,
DALYs,Central Latin America,Both,Air pollution,67920.0,714971.0,354088.0,913934.0,,,,,,,,,,,,,417743.0,,19201.0,,,,
DALYs,Central Latin America,Both,Alcohol use,278187.0,382575.0,,70219.0,693822.0,,,980530.0,,,,,128577.0,,,,185031.0,213950.0,,,781813.0,305148.0,162031.0
DALYs,Central Latin America,Both,Child and maternal malnutrition,,,,,,324146.0,,,27785.0,,,2389107.0,,729414.0,6346.0,5669.0,557908.0,,,,,,
DALYs,Central Latin America,Both,Childhood maltreatment,,,,,,,,,,109171.0,,,,,,,,,,,31823.0,,
DALYs,Central Latin America,Both,Dietary risks,259226.0,3472273.0,,1564833.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Both,Drug use,82690.0,,,,418970.0,,889.0,,,,,,,,995.0,,,57832.0,,,643164.0,,
DALYs,Central Latin America,Both,High LDL cholesterol,,2070245.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Both,High body-mass index,297893.0,2097775.0,88011.0,3405592.0,53587.0,,,,,,200103.0,,134143.0,,,,,,23404.0,,,,
DALYs,Central Latin America,Both,High fasting plasma glucose,162888.0,1481660.0,,5581249.0,,,,,,,,,85337.0,,,,24045.0,,27294.0,,,,
DALYs,Central Latin America,Both,High systolic blood pressure,,3645112.0,,1257999.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Both,Impaired kidney function,,587549.0,,2605379.0,,,,,,,3784.0,,,,,,,,,,,,
DALYs,Central Latin America,Both,Intimate partner violence,,,,,,,18450.0,68062.0,771.0,58484.0,,,,,,,,,,,,,
DALYs,Central Latin America,Both,Low bone mineral density,,,,,,,,9891.0,,,,,,,,,,,,,,59124.0,135359.0
DALYs,Central Latin America,Both,Low physical activity,21015.0,374047.0,,115262.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Both,Occupational risks,86099.0,,205429.0,,,,,,,,332820.0,,,,,,,,173342.0,,,327032.0,234101.0
DALYs,Central Latin America,Both,Other environmental risks,27690.0,415505.0,,116409.0,,,,,,21343.0,,,,,,,,,,,,,
DALYs,Central Latin America,Both,Tobacco,612449.0,1089159.0,471578.0,493107.0,29472.0,,,1248.0,,,166059.0,,89521.0,,,,211128.0,,17529.0,,,6754.0,10852.0
DALYs,Central Latin America,Both,Unsafe sex,353068.0,,,,,,624833.0,,,,,,,,,,,,,58100.0,,,
DALYs,Central Latin America,Both,"Unsafe water, sanitation, and handwashing",,,,,,705875.0,,,,,,,,,,,65368.0,,,,,,
DALYs,Central Latin America,Female,Air pollution,26183.0,282327.0,178049.0,452588.0,,,,,,,,,,,,,182877.0,,19201.0,,,,
DALYs,Central Latin America,Female,Alcohol use,85970.0,,,,177833.0,,,28063.0,,,,,24734.0,,,,15219.0,7093.0,,,113365.0,11898.0,14941.0
DALYs,Central Latin America,Female,Child and maternal malnutrition,,,,,,149315.0,,,27785.0,,,1012865.0,,397159.0,2613.0,2496.0,243923.0,,,,,,
DALYs,Central Latin America,Female,Childhood maltreatment,,,,,,,,,,72130.0,,,,,,,,,,,5766.0,,
DALYs,Central Latin America,Female,Dietary risks,103521.0,1379015.0,,743736.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Female,Drug use,43144.0,,,,90928.0,,242.0,,,,,,,,368.0,,,6852.0,,,240331.0,,
DALYs,Central Latin America,Female,High LDL cholesterol,,814230.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Female,High body-mass index,168856.0,958759.0,53377.0,1751836.0,38140.0,,,,,,121451.0,,85121.0,,,,,,13438.0,,,,
DALYs,Central Latin America,Female,High fasting plasma glucose,93653.0,584320.0,,2662482.0,,,,,,,,,45921.0,,,,7353.0,,12844.0,,,,
DALYs,Central Latin America,Female,High systolic blood pressure,,1584552.0,,571744.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Female,Impaired kidney function,,260013.0,,1206125.0,,,,,,,1522.0,,,,,,,,,,,,
DALYs,Central Latin America,Female,Intimate partner violence,,,,,,,18450.0,68062.0,771.0,58484.0,,,,,,,,,,,,,
DALYs,Central Latin America,Female,Low bone mineral density,,,,,,,,3755.0,,,,,,,,,,,,,,19721.0,78200.0
DALYs,Central Latin America,Female,Low physical activity,14177.0,164353.0,,59144.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Female,Occupational risks,21512.0,,57454.0,,,,,,,,136026.0,,,,,,,,60578.0,,,29646.0,24720.0
DALYs,Central Latin America,Female,Other environmental risks,10342.0,154692.0,,45386.0,,,,,,10627.0,,,,,,,,,,,,,
DALYs,Central Latin America,Female,Tobacco,198719.0,326399.0,164282.0,200187.0,7076.0,,,187.0,,,62911.0,,29456.0,,,,61774.0,,4905.0,,,994.0,3526.0
DALYs,Central Latin America,Female,Unsafe sex,353068.0,,,,,,152197.0,,,,,,,,,,,,,37523.0,,,
DALYs,Central Latin America,Female,"Unsafe water, sanitation, and handwashing",,,,,,345408.0,,,,,,,,,,,28178.0,,,,,,
DALYs,Central Latin America,Male,Air pollution,41737.0,432644.0,176039.0,461346.0,,,,,,,,,,,,,234865.0,,,,,,
DALYs,Central Latin America,Male,Alcohol use,192217.0,404278.0,,193541.0,515989.0,,,952466.0,,,,,103843.0,,,,169811.0,206857.0,,,668448.0,293250.0,147089.0
DALYs,Central Latin America,Male,Child and maternal malnutrition,,,,,,174830.0,,,,,,1376242.0,,332255.0,3732.0,3173.0,313985.0,,,,,,
DALYs,Central Latin America,Male,Childhood maltreatment,,,,,,,,,,37041.0,,,,,,,,,,,26056.0,,
DALYs,Central Latin America,Male,Dietary risks,155704.0,2093258.0,,821097.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Male,Drug use,39545.0,,,,328042.0,,646.0,,,,,,,,627.0,,,50979.0,,,402832.0,,
DALYs,Central Latin America,Male,High LDL cholesterol,,1256014.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Male,High body-mass index,129037.0,1139016.0,34633.0,1653756.0,15446.0,,,,,,78652.0,,49021.0,,,,,,9966.0,,,,
DALYs,Central Latin America,Male,High fasting plasma glucose,69235.0,897339.0,,2918766.0,,,,,,,,,39415.0,,,,16691.0,,14449.0,,,,
DALYs,Central Latin America,Male,High systolic blood pressure,,2060560.0,,686255.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Male,Impaired kidney function,,327536.0,,1399254.0,,,,,,,2261.0,,,,,,,,,,,,
DALYs,Central Latin America,Male,Low bone mineral density,,,,,,,,6136.0,,,,,,,,,,,,,,39402.0,57159.0
DALYs,Central Latin America,Male,Low physical activity,6838.0,209693.0,,56117.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Latin America,Male,Occupational risks,64587.0,,147975.0,,,,,,,,196794.0,,,,,,,,112763.0,,,297385.0,209381.0
DALYs,Central Latin America,Male,Other environmental risks,17347.0,260812.0,,71022.0,,,,,,10715.0,,,,,,,,,,,,,
DALYs,Central Latin America,Male,Tobacco,413729.0,762760.0,307295.0,292919.0,22396.0,,,1061.0,,,103148.0,,60065.0,,,,149354.0,,12624.0,,,5759.0,7325.0
DALYs,Central Latin America,Male,Unsafe sex,,,,,,,472636.0,,,,,,,,,,,,,20576.0,,,
DALYs,Central Latin America,Male,"Unsafe water, sanitation, and handwashing",,,,,,360466.0,,,,,,,,,,,37190.0,,,,,,
DALYs,Central Sub-Saharan Africa,Both,Air pollution,45960.0,539176.0,247780.0,230674.0,,,,,,,,,,,,,2543490.0,,21549.0,,,,
DALYs,Central Sub-Saharan Africa,Both,Alcohol use,104886.0,79520.0,,,121689.0,,,33753.0,,,,,65655.0,,,,880232.0,61268.0,,,183047.0,122589.0,46626.0
DALYs,Central Sub-Saharan Africa,Both,Child and maternal malnutrition,,,,,,2844778.0,,,231929.0,,,6402329.0,,2635546.0,433223.0,10770.0,3531374.0,,,,,,
DALYs,Central Sub-Saharan Africa,Both,Childhood maltreatment,,,,,,,,,,101578.0,,,,,,,,,,,11518.0,,
DALYs,Central Sub-Saharan Africa,Both,Dietary risks,83812.0,1583178.0,,346258.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Both,Drug use,7514.0,,,,58369.0,,30982.0,,,,,,,,355.0,,,13354.0,,,202853.0,,
DALYs,Central Sub-Saharan Africa,Both,High LDL cholesterol,,587740.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Both,High body-mass index,41110.0,535309.0,45309.0,411306.0,8025.0,,,,,,30024.0,,9127.0,,,,,,2504.0,,,,
DALYs,Central Sub-Saharan Africa,Both,High fasting plasma glucose,47879.0,765126.0,,1257552.0,,,,,,,,,18893.0,,,,363198.0,,7756.0,,,,
DALYs,Central Sub-Saharan Africa,Both,High systolic blood pressure,,1857765.0,,205186.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Both,Impaired kidney function,,225550.0,,488459.0,,,,,,,1314.0,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Both,Intimate partner violence,,,,,,,216439.0,21955.0,16684.0,42726.0,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Both,Low bone mineral density,,,,,,,,590.0,,,,,,,,,,,,,,31859.0,30926.0
DALYs,Central Sub-Saharan Africa,Both,Low physical activity,5466.0,129087.0,,24035.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Both,Occupational risks,12046.0,,89764.0,,,,,,,,211793.0,,,,,,,,52728.0,,,378169.0,204519.0
DALYs,Central Sub-Saharan Africa,Both,Other environmental risks,5207.0,97596.0,,7083.0,,,,,,21489.0,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Both,Tobacco,147439.0,366664.0,133423.0,95006.0,16759.0,,,58.0,,,58416.0,,9149.0,,,,626968.0,,2518.0,,,3071.0,1582.0
DALYs,Central Sub-Saharan Africa,Both,Unsafe sex,265271.0,,,,,,1929721.0,,,,,,,,,,,,,36965.0,,,
DALYs,Central Sub-Saharan Africa,Both,"Unsafe water, sanitation, and handwashing",,,,,,4140049.0,,,,,,,,,,,780769.0,,,,,,
DALYs,Central Sub-Saharan Africa,Female,Air pollution,13708.0,247962.0,139047.0,102641.0,,,,,,,,,,,,,1230540.0,,21549.0,,,,
DALYs,Central Sub-Saharan Africa,Female,Alcohol use,38435.0,21797.0,,,24582.0,,,6915.0,,,,,15638.0,,,,245406.0,7494.0,,,62982.0,15761.0,12110.0
DALYs,Central Sub-Saharan Africa,Female,Child and maternal malnutrition,,,,,,1052268.0,,,231929.0,,,2720717.0,,1414523.0,211417.0,4382.0,1698143.0,,,,,,
DALYs,Central Sub-Saharan Africa,Female,Childhood maltreatment,,,,,,,,,,55496.0,,,,,,,,,,,4046.0,,
DALYs,Central Sub-Saharan Africa,Female,Dietary risks,32295.0,715142.0,,152858.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Female,Drug use,3212.0,,,,13470.0,,21955.0,,,,,,,,132.0,,,1857.0,,,77686.0,,
DALYs,Central Sub-Saharan Africa,Female,High LDL cholesterol,,267939.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Female,High body-mass index,18927.0,281889.0,29381.0,207373.0,5363.0,,,,,,16550.0,,5491.0,,,,,,1720.0,,,,
DALYs,Central Sub-Saharan Africa,Female,High fasting plasma glucose,26075.0,343708.0,,554952.0,,,,,,,,,10900.0,,,,128008.0,,4760.0,,,,
DALYs,Central Sub-Saharan Africa,Female,High systolic blood pressure,,911292.0,,95247.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Female,Impaired kidney function,,123652.0,,235413.0,,,,,,,477.0,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Female,Intimate partner violence,,,,,,,216439.0,21955.0,16684.0,42726.0,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Female,Low bone mineral density,,,,,,,,252.0,,,,,,,,,,,,,,12791.0,21036.0
DALYs,Central Sub-Saharan Africa,Female,Low physical activity,3778.0,68668.0,,11218.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Female,Occupational risks,3454.0,,32260.0,,,,,,,,76760.0,,,,,,,,17370.0,,,87358.0,64625.0
DALYs,Central Sub-Saharan Africa,Female,Other environmental risks,1390.0,39029.0,,2726.0,,,,,,9989.0,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Female,Tobacco,27439.0,74486.0,34158.0,32606.0,1295.0,,,3.0,,,5797.0,,1346.0,,,,162887.0,,421.0,,,171.0,259.0
DALYs,Central Sub-Saharan Africa,Female,Unsafe sex,265271.0,,,,,,1256212.0,,,,,,,,,,,,,23964.0,,,
DALYs,Central Sub-Saharan Africa,Female,"Unsafe water, sanitation, and handwashing",,,,,,1634613.0,,,,,,,,,,,375710.0,,,,,,
DALYs,Central Sub-Saharan Africa,Male,Air pollution,32251.0,291213.0,108732.0,128033.0,,,,,,,,,,,,,1312950.0,,,,,,
DALYs,Central Sub-Saharan Africa,Male,Alcohol use,66450.0,57722.0,,8353.0,97106.0,,,26837.0,,,,,50016.0,,,,634825.0,53774.0,,,120065.0,106828.0,34516.0
DALYs,Central Sub-Saharan Africa,Male,Child and maternal malnutrition,,,,,,1792509.0,,,,,,3681612.0,,1221023.0,221806.0,6387.0,1833231.0,,,,,,
DALYs,Central Sub-Saharan Africa,Male,Childhood maltreatment,,,,,,,,,,46082.0,,,,,,,,,,,7472.0,,
DALYs,Central Sub-Saharan Africa,Male,Dietary risks,51516.0,868036.0,,193400.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Male,Drug use,4301.0,,,,44899.0,,9027.0,,,,,,,,222.0,,,11497.0,,,125167.0,,
DALYs,Central Sub-Saharan Africa,Male,High LDL cholesterol,,319801.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Male,High body-mass index,22183.0,253420.0,15928.0,203933.0,2662.0,,,,,,13474.0,,3635.0,,,,,,784.0,,,,
DALYs,Central Sub-Saharan Africa,Male,High fasting plasma glucose,21803.0,421418.0,,702599.0,,,,,,,,,7993.0,,,,235189.0,,2996.0,,,,
DALYs,Central Sub-Saharan Africa,Male,High systolic blood pressure,,946473.0,,109938.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Male,Impaired kidney function,,101897.0,,253046.0,,,,,,,837.0,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Male,Low bone mineral density,,,,,,,,338.0,,,,,,,,,,,,,,19067.0,9889.0
DALYs,Central Sub-Saharan Africa,Male,Low physical activity,1687.0,60418.0,,12817.0,,,,,,,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Male,Occupational risks,8591.0,,57503.0,,,,,,,,135033.0,,,,,,,,35357.0,,,290810.0,139894.0
DALYs,Central Sub-Saharan Africa,Male,Other environmental risks,3817.0,58567.0,,4357.0,,,,,,11500.0,,,,,,,,,,,,,
DALYs,Central Sub-Saharan Africa,Male,Tobacco,119999.0,292178.0,99264.0,62400.0,15464.0,,,54.0,,,52619.0,,7803.0,,,,464080.0,,2097.0,,,2900.0,1323.0
DALYs,Central Sub-Saharan Africa,Male,Unsafe sex,,,,,,,673508.0,,,,,,,,,,,,,13000.0,,,
DALYs,Central Sub-Saharan Africa,Male,"Unsafe water, sanitation, and handwashing",,,,,,2505436.0,,,,,,,,,,,405059.0,,,,,,
DALYs,East Asia,Both,Air pollution,4091687.0,12099620.0,8809351.0,2794148.0,,,,,,,,,,,,,1678331.0,,181613.0,,,,
DALYs,East Asia,Both,Alcohol use,4564147.0,8524170.0,,357867.0,1050114.0,,,245461.0,,,,,285492.0,,,,974951.0,957580.0,,,2942421.0,1624684.0,983796.0
DALYs,East Asia,Both,Child and maternal malnutrition,,,,,,335329.0,,,27745.0,,,6702372.0,,1833814.0,60629.0,4966.0,1331273.0,,,,,,
DALYs,East Asia,Both,Childhood maltreatment,,,,,,,,,,407918.0,,,,,,,,,,,101160.0,,
DALYs,East Asia,Both,Dietary risks,9530734.0,58379933.0,,5701053.0,,,,,,,,,,,,,,,,,,,
DALYs,East Asia,Both,Drug use,1708938.0,,,,905875.0,,261718.0,,,,,,,,5263.0,,,289238.0,,,5855283.0,,
DALYs,East Asia,Both,High LDL cholesterol,,19080257.0,,,,,,,,,,,,,,,,,,,,,
DALYs,East Asia,Both,High body-mass index,3228741.0,16564144.0,233968.0,5643792.0,68888.0,,,,,,787279.0,,621361.0,,,,,,47156.0,,,,
DALYs,East Asia,Both,High fasting plasma glucose,1559322.0,11327624.0,,13557765.0,,,,,,,,,464696.0,,,,158482.0,,68076.0,,,,
DALYs,East Asia,Both,High systolic blood pressure,,50263550.0,,2836102.0,,,,,,,,,,,,,,,,,,,
DALYs,East Asia,Both,Impaired kidney function,,4758807.0,,5253826.0,,,,,,,20668.0,,,,,,,,,,,,
DALYs,East Asia,Both,Intimate partner violence,,,,,,,32900.0,704561.0,1238.0,360673.0,,,,,,,,,,,,,
DALYs,East Asia,Both,Low bone mineral density,,,,,,,,27711.0,,,,,,,,,,,,,,870259.0,1192167.0
DALYs,East Asia,Both,Low physical activity,171928.0,4272818.0,,281813.0,,,,,,,,,,,,,,,,,,,
DALYs,East Asia,Both,Occupational risks,1541929.0,,4565416.0,,,,,,,,2127773.0,,,,,,,,1824334.0,,,2655731.0,2142258.0
DALYs,East Asia,Both,Other environmental risks,712331.0,6904926.0,,279846.0,,,,,,174958.0,,,,,,,,,,,,,
DALYs,East Asia,Both,Tobacco,19825742.0,23092412.0,10804040.0,2334477.0,338140.0,,,3807.0,,,1323065.0,,1257876.0,,,,1868101.0,,136623.0,,,149637.0,168548.0
DALYs,East Asia,Both,Unsafe sex,1423547.0,,,,,,1215727.0,,,,,,,,,,,,,306139.0,,,
DALYs,East Asia,Both,"Unsafe water, sanitation, and handwashing",,,,,,805161.0,,,,,,,,,,,123130.0,,,,,,
DALYs,East Asia,Female,Air pollution,1278677.0,4575554.0,4063364.0,1249795.0,,,,,,,,,,,,,678154.0,,181613.0,,,,
DALYs,East Asia,Female,Alcohol use,406036.0,,,,221577.0,,,34274.0,,,,,20739.0,,,,44311.0,42586.0,,,510896.0,56902.0,66665.0
DALYs,East Asia,Female,Child and maternal malnutrition,,,,,,139110.0,,,27745.0,,,3708393.0,,1187063.0,27589.0,1487.0,537859.0,,,,,,
DALYs,East Asia,Female,Childhood maltreatment,,,,,,,,,,195554.0,,,,,,,,,,,7465.0,,
DALYs,East Asia,Female,Dietary risks,2843159.0,22592669.0,,2410262.0,,,,,,,,,,,,,,,,,,,
