measure,location,sex,rei,Cancer,Cardiovascular diseases,Chronic respiratory diseases,Diabetes and kidney diseases,Digestive diseases,Enteric infections,HIV/AIDS,Interpersonal violence,Maternal disorders,Mental disorders,Musculoskeletal disorders,Neonatal disorders,Neurological disorders,Nutritional deficiencies,Other infectious diseases,Other non-communicable diseases,Respiratory infections and tuberculosis,Self-harm,Sense organ diseases,Sexually transmitted infections excluding HIV,Substance use disorders,Transport injuries,Unintentional injuries
DALYs,Global,Both,"Unsafe water, sanitation, and handwashing",,,,,,74078981.0,,,,,,,,,,,10328940.0,,,,,,
DALYs,Global,Female,Air pollution,2412123.0,18947525.0,14089783.0,7359899.0,,,,,,,,,,,,,21382502.0,,1438198.0,,,,
DALYs,Global,Female,Alcohol use,3534466.0,278668.0,,,2661410.0,,,376906.0,,,,,502446.0,,,,2023134.0,674329.0,,,4174216.0,520452.0,1089211.0
DALYs,Global,Female,Child and maternal malnutrition,,,,,,20339037.0,,,3647778.0,,,68598337.0,,32371496.0,3591183.0,108480.0,29193350.0,,,,,,
DALYs,Global,Female,Childhood maltreatment,,,,,,,,,,2525548.0,,,,,,,,,,,241390.0,,
DALYs,Global,Female,Dietary risks,6825092.0,82042189.0,,12508776.0,,,,,,,,,,,,,,,,,,,
DALYs,Global,Female,Drug use,746691.0,,,,1305194.0,,1295488.0,,,,,,,,15351.0,,,396852.0,,,8591377.0,,
DALYs,Global,Female,High LDL cholesterol,,37422756.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Global,Female,High body-mass index,4886803.0,35767587.0,2050456.0,20793115.0,399400.0,,,,,,3938427.0,,2566166.0,,,,,,292038.0,,,,
DALYs,Global,Female,High fasting plasma glucose,3332812.0,27466880.0,,42466959.0,,,,,,,,,1788865.0,,,,1346997.0,,428664.0,,,,
DALYs,Global,Female,High systolic blood pressure,,85484502.0,,8151335.0,,,,,,,,,,,,,,,,,,,
DALYs,Global,Female,Impaired kidney function,,11907835.0,,16946628.0,,,,,,,67321.0,,,,,,,,,,,,
DALYs,Global,Female,Intimate partner violence,,,,,,,2549256.0,2009194.0,144226.0,2002257.0,,,,,,,,,,,,,
DALYs,Global,Female,Low bone mineral density,,,,,,,,68428.0,,,,,,,,,,,,,,1283889.0,4525663.0
DALYs,Global,Female,Low physical activity,548244.0,9102303.0,,928012.0,,,,,,,,,,,,,,,,,,,
DALYs,Global,Female,Occupational risks,1329430.0,,4732255.0,,,,,,,,6949084.0,,,,,,,,2373438.0,,,1569979.0,1720806.0
DALYs,Global,Female,Other environmental risks,572259.0,6972891.0,,493177.0,,,,,,1131671.0,,,,,,,,,,,,,
DALYs,Global,Female,Tobacco,10204130.0,16511690.0,9635648.0,3911813.0,166563.0,,,3182.0,,,3155554.0,,1309602.0,,,,5138045.0,,131802.0,,,51662.0,217136.0
DALYs,Global,Female,Unsafe sex,8061667.0,,,,,,19683767.0,,,,,,,,,,,,,1027415.0,,,
DALYs,Global,Female,"Unsafe water, sanitation, and handwashing",,,,,,36056927.0,,,,,,,,,,,4927594.0,,,,,,
DALYs,Global,Male,Air pollution,5436061.0,29523854.0,15925596.0,7873141.0,,,,,,,,,,,,,23029553.0,,,,,,
DALYs,Global,Male,Alcohol use,13075243.0,20566701.0,,1786471.0,8822915.0,,,3977363.0,,,,,1733852.0,,,,12874132.0,6737124.0,,,13288670.0,6090919.0,4605747.0
DALYs,Global,Male,Child and maternal malnutrition,,,,,,23994111.0,,,,,,87207647.0,,22158765.0,3938758.0,151472.0,31303319.0,,,,,,
DALYs,Global,Male,Childhood maltreatment,,,,,,,,,,1844439.0,,,,,,,,,,,595081.0,,
DALYs,Global,Male,Dietary risks,13353429.0,125175230.0,,14617989.0,,,,,,,,,,,,,,,,,,,
DALYs,Global,Male,Drug use,2299932.0,,,,4613637.0,,2073466.0,,,,,,,,24683.0,,,1699483.0,,,18596068.0,,
DALYs,Global,Male,High LDL cholesterol,,57500533.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Global,Male,High body-mass index,6012524.0,45081457.0,1503140.0,19810443.0,211264.0,,,,,,2888391.0,,1329450.0,,,,,,163812.0,,,,
DALYs,Global,Male,High fasting plasma glucose,3816132.0,39560306.0,,46029912.0,,,,,,,,,1148919.0,,,,2867221.0,,319769.0,,,,
DALYs,Global,Male,High systolic blood pressure,,114998218.0,,9329031.0,,,,,,,,,,,,,,,,,,,
DALYs,Global,Male,Impaired kidney function,,13429656.0,,18868102.0,,,,,,,123294.0,,,,,,,,,,,,
DALYs,Global,Male,Low bone mineral density,,,,,,,,63533.0,,,,,,,,,,,,,,1683318.0,2705082.0
DALYs,Global,Male,Low physical activity,357054.0,11780126.0,,940120.0,,,,,,,,,,,,,,,,,,,
DALYs,Global,Male,Occupational risks,5093389.0,,9569194.0,,,,,,,,8989064.0,,,,,,,,3602169.0,,,9706953.0,8111193.0
DALYs,Global,Male,Other environmental risks,1359479.0,13606066.0,,803501.0,,,,,,1412538.0,,,,,,,,,,,,,
DALYs,Global,Male,Tobacco,43453212.0,60947160.0,25496903.0,6391783.0,1152354.0,,,13355.0,,,7234722.0,,2919775.0,,,,13946583.0,,534614.0,,,368960.0,488951.0
DALYs,Global,Male,Unsafe sex,,,,,,,20802425.0,,,,,,,,,,,,,669719.0,,,
DALYs,Global,Male,"Unsafe water, sanitation, and handwashing",,,,,,38022053.0,,,,,,,,,,,5401345.0,,,,,,
DALYs,Greece,Both,Air pollution,15964.0,55898.0,29823.0,21804.0,,,,,,,,,,,,,7221.0,,27.0,,,,
DALYs,Greece,Both,Alcohol use,42305.0,24856.0,,,15650.0,,,2134.0,,,,,3401.0,,,,5887.0,6605.0,,,11493.0,10885.0,14741.0
DALYs,Greece,Both,Child and maternal malnutrition,,,,,,413.0,,,125.0,,,24493.0,,9096.0,68.0,45.0,859.0,,,,,,
DALYs,Greece,Both,Childhood maltreatment,,,,,,,,,,5924.0,,,,,,,,,,,494.0,,
DALYs,Greece,Both,Dietary risks,27329.0,307076.0,,36215.0,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Both,Drug use,2738.0,,,,3708.0,,601.0,,,,,,,,18.0,,,442.0,,,19856.0,,
DALYs,Greece,Both,High LDL cholesterol,,192571.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Both,High body-mass index,26754.0,145372.0,5423.0,67464.0,1363.0,,,,,,22796.0,,18952.0,,,,,,355.0,,,,
DALYs,Greece,Both,High fasting plasma glucose,27282.0,143897.0,,133303.0,,,,,,,,,14228.0,,,,277.0,,544.0,,,,
DALYs,Greece,Both,High systolic blood pressure,,331399.0,,31523.0,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Both,Impaired kidney function,,43037.0,,55391.0,,,,,,,706.0,,,,,,,,,,,,
DALYs,Greece,Both,Intimate partner violence,,,,,,,22.0,1234.0,8.0,2570.0,,,,,,,,,,,,,
DALYs,Greece,Both,Low bone mineral density,,,,,,,,170.0,,,,,,,,,,,,,,5210.0,17667.0
DALYs,Greece,Both,Low physical activity,2742.0,47403.0,,3123.0,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Both,Occupational risks,22553.0,,12668.0,,,,,,,,33407.0,,,,,,,,5004.0,,,4851.0,6145.0
DALYs,Greece,Both,Other environmental risks,6905.0,23830.0,,1772.0,,,,,,1092.0,,,,,,,,,,,,,
DALYs,Greece,Both,Tobacco,207724.0,182688.0,78708.0,20716.0,2729.0,,,25.0,,,57163.0,,23439.0,,,,15847.0,,774.0,,,872.0,2371.0
DALYs,Greece,Both,Unsafe sex,7525.0,,,,,,950.0,,,,,,,,,,,,,1178.0,,,
DALYs,Greece,Both,"Unsafe water, sanitation, and handwashing",,,,,,301.0,,,,,,,,,,,273.0,,,,,,
DALYs,Greece,Female,Air pollution,3493.0,20445.0,14043.0,10241.0,,,,,,,,,,,,,3373.0,,27.0,,,,
DALYs,Greece,Female,Alcohol use,14901.0,,,,3288.0,,,407.0,,,,,1093.0,,,,663.0,733.0,,,3265.0,1712.0,4382.0
DALYs,Greece,Female,Child and maternal malnutrition,,,,,,186.0,,,125.0,,,11492.0,,7436.0,35.0,18.0,393.0,,,,,,
DALYs,Greece,Female,Childhood maltreatment,,,,,,,,,,4200.0,,,,,,,,,,,208.0,,
DALYs,Greece,Female,Dietary risks,9133.0,118597.0,,16082.0,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Female,Drug use,600.0,,,,587.0,,105.0,,,,,,,,3.0,,,41.0,,,4444.0,,
DALYs,Greece,Female,High LDL cholesterol,,71617.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Female,High body-mass index,12404.0,54661.0,3180.0,32004.0,844.0,,,,,,12896.0,,11947.0,,,,,,219.0,,,,
DALYs,Greece,Female,High fasting plasma glucose,10081.0,58390.0,,61685.0,,,,,,,,,8447.0,,,,91.0,,312.0,,,,
DALYs,Greece,Female,High systolic blood pressure,,144653.0,,15033.0,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Female,Impaired kidney function,,22317.0,,26066.0,,,,,,,250.0,,,,,,,,,,,,
DALYs,Greece,Female,Intimate partner violence,,,,,,,22.0,1234.0,8.0,2570.0,,,,,,,,,,,,,
DALYs,Greece,Female,Low bone mineral density,,,,,,,,90.0,,,,,,,,,,,,,,2471.0,10855.0
DALYs,Greece,Female,Low physical activity,1695.0,21049.0,,1527.0,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Female,Occupational risks,2282.0,,3886.0,,,,,,,,16067.0,,,,,,,,1677.0,,,580.0,937.0
DALYs,Greece,Female,Other environmental risks,1507.0,6570.0,,543.0,,,,,,564.0,,,,,,,,,,,,,
DALYs,Greece,Female,Tobacco,48699.0,52529.0,30258.0,8110.0,675.0,,,10.0,,,29039.0,,8496.0,,,,5273.0,,282.0,,,316.0,1186.0
DALYs,Greece,Female,Unsafe sex,7525.0,,,,,,228.0,,,,,,,,,,,,,684.0,,,
DALYs,Greece,Female,"Unsafe water, sanitation, and handwashing",,,,,,157.0,,,,,,,,,,,127.0,,,,,,
DALYs,Greece,Male,Air pollution,12470.0,35453.0,15780.0,11563.0,,,,,,,,,,,,,3848.0,,,,,,
DALYs,Greece,Male,Alcohol use,27404.0,38003.0,,5481.0,12362.0,,,1727.0,,,,,2308.0,,,,5223.0,5872.0,,,8227.0,9172.0,10359.0
DALYs,Greece,Male,Child and maternal malnutrition,,,,,,226.0,,,,,,13000.0,,1659.0,33.0,26.0,465.0,,,,,,
DALYs,Greece,Male,Childhood maltreatment,,,,,,,,,,1724.0,,,,,,,,,,,285.0,,
DALYs,Greece,Male,Dietary risks,18195.0,188478.0,,20132.0,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Male,Drug use,2138.0,,,,3121.0,,495.0,,,,,,,,14.0,,,401.0,,,15411.0,,
DALYs,Greece,Male,High LDL cholesterol,,120954.0,,,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Male,High body-mass index,14350.0,90710.0,2243.0,35460.0,518.0,,,,,,9900.0,,7005.0,,,,,,135.0,,,,
DALYs,Greece,Male,High fasting plasma glucose,17201.0,85506.0,,71618.0,,,,,,,,,5781.0,,,,185.0,,231.0,,,,
DALYs,Greece,Male,High systolic blood pressure,,186746.0,,16490.0,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Male,Impaired kidney function,,20720.0,,29325.0,,,,,,,456.0,,,,,,,,,,,,
DALYs,Greece,Male,Low bone mineral density,,,,,,,,80.0,,,,,,,,,,,,,,2739.0,6812.0
DALYs,Greece,Male,Low physical activity,1047.0,26354.0,,1596.0,,,,,,,,,,,,,,,,,,,
DALYs,Greece,Male,Occupational risks,20270.0,,8781.0,,,,,,,,17340.0,,,,,,,,3326.0,,,4271.0,5207.0
DALYs,Greece,Male,Other environmental risks,5397.0,17260.0,,1229.0,,,,,,527.0,,,,,,,,,,,,,
DALYs,Greece,Male,Tobacco,159024.0,130159.0,48449.0,12605.0,2053.0,,,14.0,,,28123.0,,14943.0,,,,10574.0,,492.0,,,556.0,1184.0
DALYs,Greece,Male,Unsafe sex,,,,,,,721.0,,,,,,,,,,,,,494.0,,,
DALYs,Greece,Male,"Unsafe water, sanitation, and handwashing",,,,,,144.0,,,,,,,,,,,146.0,,,,,,
DALYs,High-income Asia Pacific,Both,Air pollution,154198.0,415766.0,265452.0,319379.0,,,,,,,,,,,,,162475.0,,157.0,,,,
DALYs,High-income Asia Pacific,Both,Alcohol use,488292.0,,,,220001.0,,,19603.0,,,,,32062.0,,,,61370.0,291138.0,,,238248.0,83407.0,239746.0
DALYs,High-income Asia Pacific,Both,Child and maternal malnutrition,,,,,,10340.0,,,1703.0,,,228451.0,,345844.0,415.0,582.0,10574.0,,,,,,
DALYs,High-income Asia Pacific,Both,Childhood maltreatment,,,,,,,,,,67292.0,,,,,,,,,,,10163.0,,
DALYs,High-income Asia Pacific,Both,Dietary risks,974552.0,2959184.0,,629384.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Both,Drug use,100850.0,,,,117547.0,,132.0,,,,,,,,382.0,,,56579.0,,,323267.0,,
DALYs,High-income Asia Pacific,Both,High LDL cholesterol,,1352278.0,,,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Both,High body-mass index,291278.0,717468.0,46173.0,566254.0,15087.0,,,,,,209408.0,,167122.0,,,,,,5383.0,,,,
DALYs,High-income Asia Pacific,Both,High fasting plasma glucose,297234.0,1006065.0,,1986904.0,,,,,,,,,197094.0,,,,11708.0,,12560.0,,,,
DALYs,High-income Asia Pacific,Both,High systolic blood pressure,,3244519.0,,484216.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Both,Impaired kidney function,,379065.0,,857558.0,,,,,,,12887.0,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Both,Intimate partner violence,,,,,,,550.0,10407.0,21.0,62677.0,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Both,Low bone mineral density,,,,,,,,3805.0,,,,,,,,,,,,,,100333.0,443360.0
DALYs,High-income Asia Pacific,Both,Low physical activity,53084.0,443291.0,,48187.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Both,Occupational risks,328816.0,,178130.0,,,,,,,,635265.0,,,,,,,,110998.0,,,216956.0,488051.0
DALYs,High-income Asia Pacific,Both,Other environmental risks,57890.0,92814.0,,11014.0,,,,,,5125.0,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Both,Tobacco,2255792.0,1270889.0,610024.0,241902.0,34033.0,,,332.0,,,703077.0,,344530.0,,,,372961.0,,13824.0,,,9178.0,35140.0
DALYs,High-income Asia Pacific,Both,Unsafe sex,121991.0,,,,,,18170.0,,,,,,,,,,,,,27516.0,,,
DALYs,High-income Asia Pacific,Both,"Unsafe water, sanitation, and handwashing",,,,,,23851.0,,,,,,,,,,,14262.0,,,,,,
DALYs,High-income Asia Pacific,Female,Air pollution,41598.0,149906.0,94112.0,141474.0,,,,,,,,,,,,,56696.0,,157.0,,,,
DALYs,High-income Asia Pacific,Female,Alcohol use,154527.0,,,,42617.0,,,7008.0,,,,,13636.0,,,,14548.0,71973.0,,,51574.0,22696.0,100912.0
DALYs,High-income Asia Pacific,Female,Child and maternal malnutrition,,,,,,4977.0,,,1703.0,,,111582.0,,271788.0,176.0,259.0,4770.0,,,,,,
DALYs,High-income Asia Pacific,Female,Childhood maltreatment,,,,,,,,,,42632.0,,,,,,,,,,,2802.0,,
DALYs,High-income Asia Pacific,Female,Dietary risks,315229.0,1197976.0,,267413.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Female,Drug use,40806.0,,,,45907.0,,23.0,,,,,,,,208.0,,,11539.0,,,132335.0,,
DALYs,High-income Asia Pacific,Female,High LDL cholesterol,,538449.0,,,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Female,High body-mass index,96669.0,256889.0,26168.0,232373.0,8706.0,,,,,,111082.0,,101935.0,,,,,,3429.0,,,,
DALYs,High-income Asia Pacific,Female,High fasting plasma glucose,108051.0,406888.0,,896497.0,,,,,,,,,114856.0,,,,3199.0,,7476.0,,,,
DALYs,High-income Asia Pacific,Female,High systolic blood pressure,,1350567.0,,222432.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Female,Impaired kidney function,,175469.0,,405782.0,,,,,,,4963.0,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Female,Intimate partner violence,,,,,,,550.0,10407.0,21.0,62677.0,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Female,Low bone mineral density,,,,,,,,2396.0,,,,,,,,,,,,,,60117.0,295056.0
DALYs,High-income Asia Pacific,Female,Low physical activity,27942.0,208620.0,,22752.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Female,Occupational risks,39316.0,,46711.0,,,,,,,,313302.0,,,,,,,,41507.0,,,29123.0,93678.0
DALYs,High-income Asia Pacific,Female,Other environmental risks,15569.0,33573.0,,4272.0,,,,,,1274.0,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Female,Tobacco,369744.0,279262.0,139774.0,73255.0,4693.0,,,95.0,,,215126.0,,92394.0,,,,68322.0,,3758.0,,,2229.0,11412.0
DALYs,High-income Asia Pacific,Female,Unsafe sex,121991.0,,,,,,3734.0,,,,,,,,,,,,,16153.0,,,
DALYs,High-income Asia Pacific,Female,"Unsafe water, sanitation, and handwashing",,,,,,12153.0,,,,,,,,,,,4951.0,,,,,,
DALYs,High-income Asia Pacific,Male,Air pollution,112600.0,265859.0,171339.0,177904.0,,,,,,,,,,,,,105778.0,,,,,,
DALYs,High-income Asia Pacific,Male,Alcohol use,333764.0,,,,177384.0,,,12594.0,,,,,18425.0,,,,46822.0,219165.0,,,186673.0,60711.0,138834.0
DALYs,High-income Asia Pacific,Male,Child and maternal malnutrition,,,,,,5362.0,,,,,,116868.0,,74056.0,238.0,323.0,5803.0,,,,,,
DALYs,High-income Asia Pacific,Male,Childhood maltreatment,,,,,,,,,,24660.0,,,,,,,,,,,7360.0,,
DALYs,High-income Asia Pacific,Male,Dietary risks,659322.0,1761207.0,,361970.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Male,Drug use,60043.0,,,,71639.0,,109.0,,,,,,,,174.0,,,45039.0,,,190931.0,,
DALYs,High-income Asia Pacific,Male,High LDL cholesterol,,813829.0,,,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Male,High body-mass index,194608.0,460578.0,20004.0,333881.0,6380.0,,,,,,98326.0,,65187.0,,,,,,1954.0,,,,
DALYs,High-income Asia Pacific,Male,High fasting plasma glucose,189182.0,599177.0,,1090406.0,,,,,,,,,82238.0,,,,8509.0,,5084.0,,,,
DALYs,High-income Asia Pacific,Male,High systolic blood pressure,,1893952.0,,261783.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Male,Impaired kidney function,,203596.0,,451775.0,,,,,,,7924.0,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Male,Low bone mineral density,,,,,,,,1408.0,,,,,,,,,,,,,,40216.0,148304.0
DALYs,High-income Asia Pacific,Male,Low physical activity,25141.0,234671.0,,25435.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Male,Occupational risks,289500.0,,131419.0,,,,,,,,321963.0,,,,,,,,69491.0,,,187833.0,394372.0
DALYs,High-income Asia Pacific,Male,Other environmental risks,42320.0,59240.0,,6741.0,,,,,,3850.0,,,,,,,,,,,,,
DALYs,High-income Asia Pacific,Male,Tobacco,1886048.0,991627.0,470250.0,168646.0,29339.0,,,236.0,,,487950.0,,252135.0,,,,304639.0,,10066.0,,,6949.0,23727.0
DALYs,High-income Asia Pacific,Male,Unsafe sex,,,,,,,14435.0,,,,,,,,,,,,,11362.0,,,
DALYs,High-income Asia Pacific,Male,"Unsafe water, sanitation, and handwashing",,,,,,11697.0,,,,,,,,,,,9311.0,,,,,,
DALYs,High-income North America,Both,Air pollution,194445.0,906355.0,863304.0,578660.0,,,,,,,,,,,,,94211.0,,93.0,,,,
DALYs,High-income North America,Both,Alcohol use,1062408.0,,,,578873.0,,,311488.0,,,,,122823.0,,,,87922.0,675527.0,,,1196516.0,411257.0,347504.0
DALYs,High-income North America,Both,Child and maternal malnutrition,,,,,,33013.0,,,9915.0,,,1628988.0,,283933.0,2084.0,10388.0,30273.0,,,,,,
DALYs,High-income North America,Both,Childhood maltreatment,,,,,,,,,,347326.0,,,,,,,,,,,64118.0,,
DALYs,High-income North America,Both,Dietary risks,1063611.0,8324421.0,,1967034.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Both,Drug use,226563.0,,,,600739.0,,29053.0,,,,,,,,2153.0,,,407078.0,,,5797222.0,,
DALYs,High-income North America,Both,High LDL cholesterol,,4344666.0,,,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Both,High body-mass index,1305539.0,5548799.0,266089.0,3691792.0,47257.0,,,,,,1083135.0,,608467.0,,,,,,7699.0,,,,
DALYs,High-income North America,Both,High fasting plasma glucose,906791.0,3633145.0,,5638360.0,,,,,,,,,313471.0,,,,3289.0,,8221.0,,,,
DALYs,High-income North America,Both,High systolic blood pressure,,7604287.0,,1123624.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Both,Impaired kidney function,,1229764.0,,2029960.0,,,,,,,30202.0,,,,,,,,,,,,
DALYs,High-income North America,Both,Intimate partner violence,,,,,,,19798.0,115173.0,102.0,180067.0,,,,,,,,,,,,,
DALYs,High-income North America,Both,Low bone mineral density,,,,,,,,9471.0,,,,,,,,,,,,,,159909.0,644661.0
DALYs,High-income North America,Both,Low physical activity,90161.0,1092888.0,,133368.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Both,Occupational risks,810491.0,,575936.0,,,,,,,,770113.0,,,,,,,,210966.0,,,279119.0,251359.0
DALYs,High-income North America,Both,Other environmental risks,120429.0,408119.0,,41943.0,,,,,,39445.0,,,,,,,,,,,,,
DALYs,High-income North America,Both,Tobacco,4536813.0,2894365.0,2523480.0,549043.0,36476.0,,,901.0,,,940742.0,,363281.0,,,,294970.0,,5814.0,,,16189.0,52739.0
DALYs,High-income North America,Both,Unsafe sex,228627.0,,,,,,383521.0,,,,,,,,,,,,,66541.0,,,
DALYs,High-income North America,Both,"Unsafe water, sanitation, and handwashing",,,,,,55304.0,,,,,,,,,,,8765.0,,,,,,
DALYs,High-income North America,Female,Air pollution,84831.0,342023.0,428865.0,261555.0,,,,,,,,,,,,,44383.0,,93.0,,,,
DALYs,High-income North America,Female,Alcohol use,409501.0,,,,166781.0,,,50960.0,,,,,50677.0,,,,21509.0,112615.0,,,378577.0,79740.0,129629.0
DALYs,High-income North America,Female,Child and maternal malnutrition,,,,,,15055.0,,,9915.0,,,761641.0,,178720.0,978.0,5066.0,13420.0,,,,,,
DALYs,High-income North America,Female,Childhood maltreatment,,,,,,,,,,243852.0,,,,,,,,,,,33264.0,,
DALYs,High-income North America,Female,Dietary risks,418643.0,3271709.0,,824532.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Female,Drug use,77359.0,,,,190678.0,,9053.0,,,,,,,,648.0,,,76206.0,,,2232990.0,,
DALYs,High-income North America,Female,High LDL cholesterol,,1688254.0,,,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Female,High body-mass index,579138.0,2268978.0,170310.0,1728741.0,27143.0,,,,,,612085.0,,397001.0,,,,,,4702.0,,,,
DALYs,High-income North America,Female,High fasting plasma glucose,425164.0,1402734.0,,2535682.0,,,,,,,,,179673.0,,,,1009.0,,4290.0,,,,
DALYs,High-income North America,Female,High systolic blood pressure,,3275483.0,,534430.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Female,Impaired kidney function,,581898.0,,982917.0,,,,,,,9787.0,,,,,,,,,,,,
DALYs,High-income North America,Female,Intimate partner violence,,,,,,,19798.0,115173.0,102.0,180067.0,,,,,,,,,,,,,
DALYs,High-income North America,Female,Low bone mineral density,,,,,,,,5363.0,,,,,,,,,,,,,,75684.0,431019.0
DALYs,High-income North America,Female,Low physical activity,54430.0,491256.0,,63050.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Female,Occupational risks,163060.0,,208667.0,,,,,,,,352461.0,,,,,,,,79172.0,,,29743.0,32798.0
DALYs,High-income North America,Female,Other environmental risks,52916.0,138090.0,,16069.0,,,,,,17436.0,,,,,,,,,,,,,
DALYs,High-income North America,Female,Tobacco,1780586.0,1053424.0,1158650.0,208806.0,14392.0,,,457.0,,,473689.0,,197732.0,,,,117458.0,,2821.0,,,6136.0,32562.0
DALYs,High-income North America,Female,Unsafe sex,228627.0,,,,,,108242.0,,,,,,,,,,,,,41894.0,,,
DALYs,High-income North America,Female,"Unsafe water, sanitation, and handwashing",,,,,,30212.0,,,,,,,,,,,4115.0,,,,,,
DALYs,High-income North America,Male,Air pollution,109613.0,564332.0,434438.0,317104.0,,,,,,,,,,,,,49828.0,,,,,,
DALYs,High-income North America,Male,Alcohol use,652906.0,77129.0,,34919.0,412092.0,,,260528.0,,,,,72146.0,,,,66412.0,562911.0,,,817939.0,331517.0,217874.0
DALYs,High-income North America,Male,Child and maternal malnutrition,,,,,,17957.0,,,,,,867347.0,,105212.0,1106.0,5321.0,16852.0,,,,,,
DALYs,High-income North America,Male,Childhood maltreatment,,,,,,,,,,103473.0,,,,,,,,,,,30854.0,,
DALYs,High-income North America,Male,Dietary risks,644967.0,5052711.0,,1142501.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Male,Drug use,149204.0,,,,410061.0,,20000.0,,,,,,,,1504.0,,,330871.0,,,3564232.0,,
DALYs,High-income North America,Male,High LDL cholesterol,,2656411.0,,,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Male,High body-mass index,726400.0,3279821.0,95778.0,1963051.0,20114.0,,,,,,471050.0,,211465.0,,,,,,2997.0,,,,
DALYs,High-income North America,Male,High fasting plasma glucose,481627.0,2230410.0,,3102677.0,,,,,,,,,133797.0,,,,2280.0,,3930.0,,,,
DALYs,High-income North America,Male,High systolic blood pressure,,4328804.0,,589193.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Male,Impaired kidney function,,647865.0,,1047043.0,,,,,,,20415.0,,,,,,,,,,,,
DALYs,High-income North America,Male,Low bone mineral density,,,,,,,,4108.0,,,,,,,,,,,,,,84225.0,213642.0
DALYs,High-income North America,Male,Low physical activity,35731.0,601632.0,,70317.0,,,,,,,,,,,,,,,,,,,
DALYs,High-income North America,Male,Occupational risks,647431.0,,367269.0,,,,,,,,417652.0,,,,,,,,131793.0,,,249376.0,218561.0
DALYs,High-income North America,Male,Other environmental risks,67512.0,270028.0,,25873.0,,,,,,22009.0,,,,,,,,,,,,,
DALYs,High-income North America,Male,Tobacco,2756227.0,1840941.0,1364830.0,340237.0,22083.0,,,444.0,,,467052.0,,165548.0,,,,177512.0,,2992.0,,,10052.0,20176.0
DALYs,High-income North America,Male,Unsafe sex,,,,,,,275279.0,,,,,,,,,,,,,24646.0,,,
DALYs,High-income North America,Male,"Unsafe water, sanitation, and handwashing",,,,,,25092.0,,,,,,,,,,,4649.0,,,,,,
DALYs,North Africa and Middle East,Both,Air pollution,329860.0,4156092.0,1059956.0,1273946.0,,,,,,,,,,,,,2234751.0,,18812.0,,,,
DALYs,North Africa and Middle East,Both,Alcohol use,184139.0,233880.0,,12656.0,120609.0,,,28948.0,,,,,36810.0,,,,74106.0,69702.0,,,468372.0,150114.0,62513.0
DALYs,North Africa and Middle East,Both,Child and maternal malnutrition,,,,,,2543654.0,,,216942.0,,,11515636.0,,2840650.0,338821.0,27987.0,3183847.0,,,,,,
