country,type,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Indonesia,hydro,19.4,25.3,28.4,35,36.6,44.6,14.7,13.1,16.6,18.3,19.2,11.3,18.8,13.4,14.9,13.5,13.5,14.7,22.1,24.1,29.5,47.4,48.8,53.6,66.9,69.1,78.9,102.7,94.6,85,88.3,93.9,62.4,110.3,110.5,106.6,123.3,104.4,95,100.4,110.6,98.6,114.9,116.6,114.5,174.4,123.3,126.3,166,147.9,133.2,180,178.5,206.1,200.8,230,232.6
Japan,hydro,809.8,844.7,729.7,781.9,802.1,802.6,896.3,905.9,710.9,880.1,887.9,889.8,776.8,745.7,859.5,939.9,932.5,868.7,897.1,762.4,882.2,860.3,796.1,961.2,976.6,925,1005.1,852.1,985.5,686.2,838.8,821.5,920.2,948.3,892,899.2,862.3,846.9,965.4,950.9,799.5,909.7,758.5,760.4,708.5,884.3,819.2,761.1,778.4,796.9,831.5,765.5,759.7,772.5,698.8,731.9,731.3
Malaysia,hydro,6.2,7.4,7.7,8.6,10.8,12.8,11.1,12.3,11.8,10.7,10.7,10.1,8.2,9.6,11.7,15,16.6,16,18.6,36.7,40.1,43.9,52.9,61,56.4,42.9,47.4,45.6,51.7,69,66.2,55.2,44.4,47.4,80.4,74.5,64.2,56.9,53.1,57.8,61.9,64.8,60.6,79,69.3,63.6,80,91.3,115.8,130.6,135,193,257.2,250.7,248.6,264,304.8
New Zealand,hydro,106.7,115,119.4,125.3,123.9,134.9,153.2,162.5,160.7,161.7,177.4,165,156.7,166.7,196.3,206.1,209.5,194.8,210.3,216.9,209.8,235.2,233.4,244.4,240.1,246.8,243.7,224.5,250.1,275,293.1,278.7,247.6,269.5,244,260.1,229.3,261.4,246.6,282.6,240.5,241.5,240.6,226.1,243.5,247.1,249.4,226,225.9,237.2,237.8,249.9,241.2,250.1,242.9,229.4,228.2
Pakistan,hydro,23.4,23.4,27.7,33.3,35.1,31.1,40.6,42.7,45.1,45.3,52.1,56.6,67.2,83.5,90.2,94.6,98.8,111.2,128.8,133.5,138.6,132.6,174.3,182.7,185.7,181.9,194.6,212.3,233.5,229.2,242.1,264,196.4,256.6,228.9,186.9,193.5,214.5,256.8,272,316.5,309.9,322.5,276.6,289,297.9,303.8,106.1,308.9,315.8,317.8,333.2,289.4,280.8,342.9,378.1,355
Philippines,hydro,16.5,16.2,17.9,18.3,19.3,22.3,20.6,23.5,25.3,21.8,24.2,29.8,22.5,29.9,30.7,37.5,39.7,40.2,42.2,56.2,59.1,64.1,55.9,66.7,69,64.5,54.8,47.3,53.5,62.4,66.3,74.8,64.6,53.9,83.5,83,75.1,73.9,82.2,89.1,86.5,101.8,87.2,99.6,98.4,78,96.3,101.2,98.3,89.1,84,78.2,92.1,89.4,76.2,68,87.9
Singapore,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,hydro,7.6,10.5,10.1,9.9,15.2,13,14.1,14.6,13.7,20.3,17.9,19,14.8,19.2,24.4,20.4,27.7,18.3,24.4,21.3,33.9,33.1,42.2,21.2,31.6,49.9,37.1,33,45,25,29.4,25.8,30,45.6,44.3,42.7,24.6,34,51,44.7,37.9,35.5,37,31.1,28.3,36.8,45.7,39.2,42.1,26.8,20.8,27.4,26.9,32,26.5,36.7,28.8
Sri Lanka,hydro,3.9,4.2,4.4,5,5.8,7.9,8.8,9,7.4,10.6,11.5,11.8,12.9,14.5,15.6,15.8,16.7,17.1,13,22.3,25.5,28.2,23.2,27.6,29.8,33.5,33.2,30.9,40.4,43.5,48.1,34.6,36.7,41.7,44.5,34.1,33,28.4,34.6,30.8,35.7,47.6,40.3,41.9,39.1,56.4,45.5,32.6,68,44.5,58,40.8,38.6,61.1,45.7,47.2,66.7
Taiwan,hydro,27.5,28.3,28,41.1,32.5,30.5,32.9,38.7,36.2,50.1,56,45.6,42.8,52.9,48.6,31.1,51,50.9,53.1,46.7,63.9,65.3,58.6,49.8,51.8,67.9,41,69.8,43.7,53.9,51.5,50.5,55.8,66,53.8,48.5,53.8,29.2,31.7,33.3,42,41.9,45,43.6,37.7,41.9,39.7,56,53.2,42.1,43.3,63.2,52.2,42.7,52.6,28.5,32.7
Thailand,hydro,9,11.3,14.6,15,11.1,19,21.8,18.4,20,26.2,36.2,38.7,34.8,22.5,34.7,13.6,31.7,40.8,39,43.4,39.3,58.9,43.2,39.6,58.7,52.2,48,44.3,38.5,46.9,70.2,76.8,75.4,54.2,36.3,62.7,65.3,77.4,75.3,61.2,58.5,81.4,81,70.3,70,53.4,78.8,83.2,53.1,50.4,36.5,34.1,44.9,72.4,59.9,42.9,42.8
Vietnam,hydro,3.6,4.2,4.6,5.1,5.7,6.4,6.5,4.5,4.5,4.5,5.3,5.9,6.4,8.5,10.6,15.8,16,16.6,13,17,15.7,15,14.7,19.1,40.9,57.2,67.2,76.9,84.8,98.4,112.6,127.8,124.1,118.1,146.6,154.9,192.6,191.2,198.2,184.8,170.4,201.9,228.4,262.9,301.4,285,407.9,526.2,567.3,606.3,554.3,618.4,839.3,804.7,631.5,693.8,715
World,hydro,9827.6,10472.9,10706.3,11276.3,11941.1,12504.3,13064.2,13675.1,13870.8,15235.7,15423.6,15362.4,15879.1,17185.4,18045.5,18433.7,18830.3,19171,19989.2,20666.2,21075.1,21360.5,21649.9,22343.6,22224.9,22980.2,23515.8,23509.4,24925.2,25082.1,26439.2,26794.1,27262.6,27475.1,27683.2,28174.2,27272.2,27596.2,27383.4,29217.7,30010.3,30956.6,31280.3,32892.2,32638.7,34265,34686.3,35949.2,37169.2,37928.7,37599.6,38669.3,38993.1,39843.1,40153.7,41089.8,40259.6
Canada,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.4,1.1,2.6,5.7,8.7,14.7,20.7,28.1,38.9,34.2,36.2,38.7,40.5,48.6
Mexico,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.7,1,2.2,2,2.4,11.4,30.3,69.9,89.4,112.2
USA,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.1,2.7,3.9,5.1,4.4,5.1,5.3,5.5,5.8,5.7,5.6,5.5,5.5,6.1,6.3,6.4,7.2,7.7,8.4,11.2,16.5,20.9,30.1,47.1,89.2,157.4,284.9,382.2,534.1,747.8,898.2,1024.6,1248.4,1557.7
Argentina,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.1,0.2,1,7.6,12.7,20.7
Brazil,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.8,8,33,63.1,101.6,157.8
Chile,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.5,13.2,24.6,37.3,48.8,59.8,72,99.8
Colombia,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.3,1.8,3
Ecuador,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.4,0.4,0.4,1.6,0.4,0.3
Peru,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.9,1.9,2.2,2.3,3.2,7.6,7.9,8,8.2
Trinidad & Tobago,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0
Austria,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.9,1.7,3.3,6.1,7.7,9.1,10.6,12.2,13.9,16.2,19.3,20
Belgium,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,1.7,5.6,11.6,21.2,25.9,28.1,29.6,29.8,31.7,37.2,40.3,48.3,52.8
Bulgaria,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,8,13.4,12.2,13.4,13.4,13.4,12.8,13.7,14,14
Croatia,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.6,0.6,0.8,0.7,0.8,0.9,0.9
Cyprus,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.5,0.8,1.2,1.4,1.6,1.8,2.1,2.8,4.5
Czech Republic,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,6.2,21,21.5,20.3,20.7,21.9,20.5,21,22.3,21.7,21.1,20.3
Denmark,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,1,5.1,5.8,5.9,7.2,7.2,9.1,9.1,11.2,12
Estonia,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.7,1.2,2.4
Finland,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.5,0.9,1.4,2.1,2.9
France,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4,1.7,6.2,20.6,39.6,46.5,57.7,70.4,78.7,87.2,99.2,111.5,122.2,137.6
Germany,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0,1.1,2.1,3.3,5.8,13.5,23.2,31.9,45.6,67.5,119.5,198.5,264,300.4,337,360.4,353.4,363,413.9,421.2,459.9,461.6
Greece,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,1.6,6.1,16.7,35.8,37,37.8,37.9,38.2,36.1,42,42,48.7
Hungary,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.7,1.4,2.4,3.3,6,14.2,23.2,35.7
Iceland,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,0.6,0.6
Italy,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,2,6.8,19,107.2,186.2,211.8,217.5,222.4,213,233.6,215.8,224.8,232.1,236.1
Latvia,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.7,0.7,0.6,0.7,0.8,0.9,1.2,1.2
Luxembourg,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.7,0.9,1,1,1,1.1,1.2,1.5,2.1
Netherlands,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.6,1,2.5,5.1,7.7,10.9,15,21.1,35.3,51.2,82.9,107.7
North Macedonia,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Norway,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.6,1,1.3,1.9
Poland,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,1.2,1.6,2.9,6.7,18.5,37.2
Portugal,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.4,1.6,2.1,2.8,3.9,4.7,6.1,7.7,7.9,9.5,9.6,12.7,16,20.8
Romania,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.1,12.6,19.2,17.5,17.8,16.9,16.9,16.4,16
Slovakia,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3.9,4.2,5.8,5.8,4.9,5.1,4.8,5.6,5.6,6.3,6.3
Slovenia,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,1.6,2.1,2.5,2.7,2.6,2.7,2.4,2.9,3.5,2.8
Spain,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.6,0.4,1.2,5.2,26.1,61,70.6,86.2,118.1,128.6,133.3,134.4,131.5,137.2,121.4,143.4,195.4,252.5
Sweden,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.3,0.5,0.9,1.4,2.2,3.7,6.3,9.8,13.6
Switzerland,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.9,1.7,3,4.9,8.2,10.8,12.8,16.1,18.5,20.7,24.6,28.3
Turkey,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,1.9,10.1,27.7,74.3,87.8,103.5,120.9
Ukraine,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3.3,5.6,4.2,4.6,4.7,6.9,10.5,27.8,50.8,59.6
United Kingdom,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.4,2.4,13.4,19.7,39.5,73,100.3,109.9,120.7,119.4,124.4,116.7
Azerbaijan,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.4,0.4,0.4,0.5
Belarus,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.9,1.1,1.7,1.6,2.7
Kazakhstan,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.9,0.9,1.3,3.7,11.7,12.2
Russian Federation,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.6,3.3,4.5,5.2,5.9,9.3,17.6,21.8
Turkmenistan,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Uzbekistan,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.5
Iran,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.1,4.8,6,6.3
Iraq,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0.6,0.6,0.5,3.6,3.6,3.6,3.5
Israel,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,1.9,3.6,4.8,8.2,11.8,15.8,15.7,17.4,29.6,39.4,51.1
Kuwait,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.6,0.6,0.6
Oman,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,2,2.5
Qatar,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Saudi Arabia,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.4,0.4,0.4,0.4,0.6,1.5,2,2,7.8
United Arab Emirates,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.2,0.8,3,3,3,7.1,12.5,35.9,43.2,48.5
Algeria,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.3,0.3,0.6,0.6,2.4,4.8,5.7,5.8,6.5,6.3
Egypt,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.4,5,0.2,1.4,0.4,2.3,5.8,5.3,14.1,26.8,26.6
Morocco,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3.9,4,9,15,14.4,17.1
South Africa,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.8,0.8,2.4,10.5,23.3,32.2,48.5,59.1,64.3,78.4,74.4
Australia,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9,1,1.2,1.4,2.9,9.8,20.3,23.8,37.7,48.3,60.1,71.7,85.4,117.5,173.6,225.4,293.8
Bangladesh,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.4,0.6,0.9,1.3,1.6,1.9,2.1,2.4,2.6,3.1,3.7,4.2
China,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.7,0.8,0.9,1,1.2,1.5,2.8,7,25.9,35.5,82.2,229.3,382.8,641.2,1128.6,1684.9,2125.6,2468.6,3080.4
China Hong Kong SAR,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1
India,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.6,0.6,0.8,1.1,8.2,20.7,33.7,47.9,63.7,111.4,206.4,346,439.1,554.8,643.4
Indonesia,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.3,0.9,1.1,1.6,1.8
Japan,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.3,0.4,0.6,1,1.5,2.3,3.7,5.3,7.3,10,13.2,16.8,20.4,23.5,26.2,30.6,39.8,54,72.8,126.7,229.7,334.9,417.5,519.7,591.6,642.9,710.4,812.6
Malaysia,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.4,2.2,2.6,3,3.2,6,9,11.1,14.2
New Zealand,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.4,0.5,0.7,1,1.2,1.5,1.9
Pakistan,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.7,1.4,2.3,3.7,6.9,9.4,9.7,10.1,11.4,14.3
Philippines,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.3,10.6,11.5,11.9,11.8,13,13.8
Singapore,solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,0.9,1.2,1.3,1.8,2.8,3.7
