country,type,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Norway,gas,0,0,0,0,0,0,0,0,0,0,0,0,14.4,24.1,27.5,29.6,36.4,39.3,44.2,42.5,44.8,49.4,54.4,68.5,75.9,80.3,90.5,97.4,102.5,110,111.1,120.6,139.3,142.2,135.9,152.5,141.3,150.9,162.5,171.9,157.3,155.9,150.3,154.8,148.7,147.5,145.2,144.3,143.1,153.3,162.9,157.3,165.1,159.5,164.3,158.7,154.2
Poland,gas,61.7,73.3,89.6,123.1,170.7,217.7,239.4,251.9,262,269.3,288.3,307.7,326.4,343.6,358.4,367.3,346.4,346.3,354.2,368.5,373.7,396.1,408.9,406,398.6,374.2,348.9,325,341.4,344,376.6,395.5,394.3,398.3,387.8,417,434.4,423.4,471.5,497.4,512.2,518.1,518.2,563.2,543.4,584.4,592.3,627.1,626.8,612.5,615.6,657.3,690.5,717.3,752,758.3,836.8
Portugal,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,28.9,80.9,83.1,92.7,112.8,108.7,136.2,154.4,148.3,158,172.9,171.7,186.8,189.1,164,155.5,148.5,173.5,182.7,228.2,208.8,220.9,217.3,211.1
Romania,gas,505.8,545.3,601.1,636.1,738.6,767.7,820.9,833.3,880.4,908.7,987.3,1088.3,1152.8,1191.7,1148.4,1192.7,1253.2,1274.6,1269.2,1264.5,1175.7,1196.8,1175.3,1178.9,1174.3,1207.4,996.4,887.4,853.1,777,805.5,813,667.3,627.4,574.9,572.7,551.8,570.6,616.7,583.5,582.9,594.5,534.3,509.1,443,451.7,464.9,451.2,411.9,391.4,373.3,377.8,406.4,416.3,387.9,405.4,411.7
Slovakia,gas,10.7,12,14.3,32.1,32.5,43.7,54.8,59.5,65.4,79.7,91.2,100.7,114.5,128.3,132.4,97,100.7,105.2,108,122.6,126,134.9,142.5,140.3,158.6,213,189.5,208.4,206.4,197,218.4,230.2,233.6,237.4,240.2,241.8,258.3,245.7,237.3,230.2,247.1,225.2,213.1,216.3,185.3,209.6,194.1,182.8,190.8,157.9,162.4,163.1,173.2,170.7,171.1,171.2,191.6
Slovenia,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1,30.5,25.8,25.6,27.9,30.9,31.4,33.4,34.2,35.7,34.6,35.6,34.3,38,37.6,38.8,37.6,38.3,36.8,34.8,36.1,30.9,29.7,29.2,26.2,27.8,29.5,31,30.7,30.8,30.8,32.4
Spain,gas,0,0,0,0,3.4,2.7,14.3,42.2,40.7,50.9,52.5,60.3,58,59.4,57.4,73.6,84,91.6,99,81.2,86.2,101.5,108.7,140.2,180,208.1,234.4,245.1,240.4,263.6,323.3,361.8,473.4,486,556.3,637.1,686.5,784.9,893.8,1053.7,1249.3,1307.4,1330.5,1461.3,1307.1,1303.1,1211.3,1196.1,1091.8,990.9,1027.6,1048.4,1141.6,1133.9,1295.1,1169.6,1220.4
Sweden,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,6.8,9,11.6,15.5,21.6,23.1,26.1,28.5,28.3,28.3,30.3,30,29.7,29.7,29.1,32.8,33.4,33.3,33.2,31.6,33.1,34.1,31,41.4,55.7,44,38.3,36.9,30.3,33.6,36,34.6,36.6,36.7,45.8,47
Switzerland,gas,0,0,0,0,0,1.4,3.3,4.2,5.8,12.1,19.5,20.4,23.3,25.5,28.6,32.7,35.2,37.2,40.9,45.6,47.8,48.9,52.4,52.8,57.4,61.5,69,72.5,76.1,75.1,82.7,89.6,86.5,89,102.5,101.9,106,104.1,110,113.5,116.5,113.3,110.3,117.5,112.8,126,111.8,122.5,129,111.8,119.4,125.5,126,119.5,122.6,119.3,129.7
Turkey,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.3,1.3,1.7,14.4,18,40.9,108.7,116.3,142.4,155.8,170.7,181,234.2,272.5,335.1,354,426.8,502.1,552.5,599,721.7,762.1,926,1051.1,1220.1,1270.7,1214,1289.6,1506.2,1559.5,1582.8,1679.3,1654.5,1602.2,1856.5,1700.4,1561,1663.6,2063.6
Ukraine,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3059.7,3229.1,3299,3496.1,3534.2,4354.8,4138.1,3527.8,3165.5,2771.4,2596.6,3011.9,2712,2511,2667.7,2671.2,2589.4,2548.5,2599.6,2579.2,2599.6,2521.2,2378.1,2258.9,1760.7,1964.2,2020.6,1866.2,1717.2,1451.4,1151.6,1131.2,1086.9,1100.5,1018.7,1056.2,939.8
United Kingdom,gas,30.9,30.2,50.8,114.7,223.4,425.8,686.6,974.3,1054.1,1260.8,1321.1,1401.3,1489.4,1544.9,1692.6,1687.6,1710.4,1701.9,1774,1815,1952,1984.5,2038.2,1941.4,1897.3,1975.5,2134,2123.7,2420.2,2492.1,2657.1,3095.4,3183.1,3309.9,3524,3648.3,3630.7,3583.2,3593.1,3671.6,3577.9,3393.4,3430.8,3522,3284.1,3545.7,2949.1,2768.4,2747.7,2522,2593.6,2904.3,2827.8,2828.4,2796.7,2629.1,2770.1
Azerbaijan,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.1,531.2,524.7,518.1,544.4,555.2,531.2,413.2,305,285.3,282,206.6,196.8,183.6,196.8,190.2,272.8,273.6,280.5,329,339.8,359.2,316.3,361.8,309,293.7,321.6,337.6,339.1,354.8,401.3,393.5,382.2,389.4,424.4,445.2,457.9
Belarus,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.5,317.5,358.4,414.9,437,465.6,487.3,565.8,525,458.9,414.9,437,499.8,506.1,515.6,547,543.8,559.5,550.1,667.2,684.1,698.2,701,717.9,609.6,746.2,692.1,698.8,693.7,688.4,644.4,640.4,655.5,695.3,689.9,639,685
Kazakhstan,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.8,393.3,410.9,428.4,442.5,471.6,495.2,509.2,488.1,354.7,407.4,340.6,267.4,265.1,300.1,172.1,147.4,147.9,168.6,188.5,218.1,239.5,292.2,308,291.4,315.2,355.5,386.4,402.6,457.3,464.5,483.6,509,593.8,596.3,627.5,545.1
Russian Federation,gas,0,4886.5,5379.9,5809,6208,6821.5,7456.4,7842.5,8528.9,9043.8,9867.5,10858.6,11635.1,12407.3,13171,13574.8,14375,15517.7,16638.8,18155.4,12819.1,12967.7,13715.9,14474,14689.2,14911,15298.4,14808.4,14765.4,13871.5,13408,13482.8,12434.7,12944.5,12904.8,13182.9,13398.1,13560.3,13881.4,14242.3,14414.4,15182.5,15437.4,15218.9,14320.4,15261.1,15682.9,15430.5,15295.2,15199.1,14712.3,15143.3,15519.6,16362,15995.3,15245.4,17086.1
Turkmenistan,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.3,476.7,473.6,479.9,495.8,334,327.4,317.8,317.8,346.4,273.3,429.7,302.5,371.8,332.3,257.8,378.7,269.9,418.2,412.3,419.3,431.7,401.9,284.1,616.1,657.8,746.5,825.8,695.9,718.7,913.9,904.1,891.3,1022.1,1135.2,1066.4,1321
Uzbekistan,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,1080.6,1131.5,1115.5,1179.1,1255.1,1264.9,1271.3,1385.7,1407.9,1442.9,1502.4,1473.7,1479.6,1714.5,1752.3,1766.1,1818.8,1639.6,1656.6,1689.2,1558.9,1686.1,1588.7,1586.6,1585.6,1704.8,1664.6,1661.5,1747.7,1668.4,1559.8,1612.2,1598.3,1605.5,1568,1671.4
Iran,gas,28.1,29.5,30.9,33,38.8,91.9,106.4,121.7,147.9,150.4,153.4,172.8,176.7,136.8,183.3,163.3,177.4,243,277.7,323.2,348.7,335,410.1,445.2,562.2,820.7,955.1,1098.7,594.5,939.8,1147.2,1349.3,1431.1,1664.3,1979,2139.9,2395.2,2815.9,2890,3357.2,3493.7,3808.2,4267.9,4528.3,4852.6,5198,5514.9,5491.6,5538,6242.4,6624.7,7067.5,7380.1,7655.2,7862,8434.7,8680.3
Iraq,gas,17,20.8,16.6,16.6,26.1,26.7,31.6,32,31.1,28.6,44.3,61.7,40.3,41.8,59.9,43.8,21.2,23.3,16.1,20.2,29.1,53,128.3,191.5,220.6,136.1,59.5,77.6,87.2,108.4,108.4,110.8,104.3,100.9,108.8,107.7,94.4,80.7,53.4,34.2,49.6,49.6,163.5,232.5,246.7,256.9,226.9,228.3,254.6,271.1,262.8,356.2,411.4,525.6,701.7,665.5,615.4
Israel,gas,2.7,3.4,3.8,4.9,5.1,4.6,4.3,4.3,1.9,2.3,2.1,2,2,2,1.4,0.1,0.1,1.6,2.2,1.9,1.8,1.4,1.6,1.4,1.3,1.1,0.9,0.8,0.8,0.7,0.9,0.5,0.6,0.4,0.4,0.3,0.3,0.3,0.3,41,56.5,78.9,94.4,130,144.1,184.1,171,87.9,238.9,260.9,289.9,333,356.2,378.8,387.8,406.7,419.7
Kuwait,gas,62.1,81.4,92.6,114.2,127.5,69.7,72,85.1,95.3,100.2,109.9,132.1,144.1,161.5,213.8,139.2,160.2,125.7,138,149.7,143.6,196,163.5,233.9,279.1,143.3,17.1,89.6,185.4,204.2,317.3,318.1,317,324.6,297.1,328.3,324.9,297.9,342,372.8,420.7,424.4,385.1,434.3,426.5,503.1,570.9,631.1,639.7,643.4,731.6,761.4,757,761.5,837.8,797.2,902.2
Oman,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,18.3,23.3,27.4,30,37.3,46.8,59.6,69.7,78.1,78.6,81.5,88.1,89.3,97.7,93.7,98.1,120,131.2,151.6,158.1,169.3,276.3,303.4,317.8,342.9,311.2,388,433.3,437.8,481.7,487.7,589.7,651,709.8,782.2,767.3,829.7,822.9,840.6,899.9,899.9,933,1062.9
Qatar,gas,3,3.1,4.2,19.2,31.7,37.4,37.4,41.1,58.9,48.4,74.6,40.8,57.8,55.1,162.5,176.6,161.1,188.3,195.1,221,203.4,216.1,209,218.3,231,234.7,284.3,470.2,503,503,503,349.3,373.5,403.4,462.8,406.7,377,412.3,470.6,565.6,644.1,639.3,693.3,745.1,765.8,914.6,1042,1209.7,1270.1,1383.6,1561.5,1489.3,1483.9,1465.7,1507.4,1400.9,1440.2
Saudi Arabia,gas,21.6,26,31.3,37.7,45.3,55.3,46.1,52.3,61.6,77.9,92.7,100.1,140.8,194.2,238.4,332.6,387.8,411,401.3,622.4,643,861.8,916.6,995.2,1019.2,1146.4,1202.8,1308.2,1369.4,1462.7,1468.2,1518.8,1550.6,1601.2,1580,1703.5,1836.2,1939.1,2054.1,2246.3,2436.4,2512.4,2545.2,2751,2683,2998,3155.3,3397.1,3421,3501.4,3572.2,3791.4,3933,4035.6,4001.4,4069.8,4222.3
United Arab Emirates,gas,0,0,15.9,21.1,20.7,29.5,46.7,48.4,60.7,63.2,58.3,68.1,118.6,140.8,153,172.7,218,228.9,208.8,287.1,355.2,431.4,492.1,497.7,606.2,593.5,714.6,658.1,689.4,797.1,870.1,953,1017.9,1066.7,1102.8,1103.2,1133,1279,1329.6,1411.4,1476,1521.9,1725.8,2087,2073.2,2133.8,2218.9,2301.5,2331,2283.7,2572.9,2589.5,2608.5,2563.7,2555.5,2506.4,2498.8
Algeria,gas,26.7,27.8,27,28.3,37.3,35,39.8,46.2,64.3,74.4,102.6,121.3,129.2,207.6,293.5,394,512.1,581.1,636.2,558.9,553.7,606.4,620.2,698.9,657.7,702.4,693.7,716.2,642.8,677.4,728,747.7,698.5,722.5,738.4,687.6,710.4,701.4,741.4,762.8,804.8,822.6,841.7,878.6,943.6,911.8,964.7,1075.5,1156.4,1299.3,1365.2,1389.5,1420.7,1562.7,1622,1569.6,1649.3
Egypt,gas,1.7,1.9,1.9,1.9,2.5,2.9,2.9,2.5,2,2.1,1.7,13.2,15.9,25.6,38.8,75.5,84.5,92.5,108.5,139.3,170.8,196.8,217.6,239.8,268.2,279.6,314.6,340.3,391.2,415.8,436.6,450.5,464.3,474.7,568.3,693,848.9,918.2,1029.1,1098.4,1094.9,1264.7,1329.2,1415.1,1474,1563.1,1719.3,1822.9,1782,1663.9,1656.7,1776.7,2013.6,2145.4,2125.4,2099.1,2227.6
Morocco,gas,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2,2.4,2.8,2.5,2.8,3,2.9,2.6,2.3,3,2.8,2.9,2.9,3.3,3.2,2.6,2.7,2,1.8,1.2,0.8,0.7,0.7,0.5,0.6,1.1,1.2,1.4,1.6,1.6,1.9,1.8,2.3,15.3,19,21.4,21.2,23.2,25.1,31.8,42.5,41.2,39.9,40.7,41.3,41,37.1,35.1,27.4,27.6
South Africa,gas,0,0,0,0,0,0,2.2,3.3,3.6,4.2,5.5,5.6,5.3,5.5,6.8,7.7,7.4,6.8,7.7,7.7,7.3,7.6,7,7.1,7.2,71,71.8,66.3,45.9,45.9,46.5,40.5,33.5,33.5,42.7,41,49.8,50.1,37.9,87.6,124.4,134.8,136.5,141.2,119.7,148.4,154.1,156.9,146,154.7,155.5,131.6,144.4,158.8,153.4,142.9,138.7
Australia,gas,0.1,0.1,0.1,1.1,14.9,62.3,93,133.5,169.4,193.3,207.6,245.1,280,301.4,347,398.4,431.8,421.1,457.5,451.1,482.2,526.8,537.8,550.8,600.8,603.9,579,598.9,621,689.6,696.3,701.4,688.7,709,726.3,740,798.1,821.3,827.8,844.3,837.3,934,1044.7,1027.3,1048.9,1141.4,1180.6,1186.6,1248.3,1340,1396.6,1363.4,1336.1,1323.7,1581.2,1551.4,1418.7
Bangladesh,gas,0,0,0,0,0,0,13.2,13.2,21.2,25.6,17.8,26.1,29.2,31,35.5,44.2,49,63.6,70.8,81.7,92.8,104.7,123,144.7,153,164.7,169.6,184.9,207,219.5,242.7,260.5,256.1,276.7,301.7,326.1,365.2,384.2,413.2,444.2,477.5,517.1,552.1,589.6,674.9,693.1,705,768.1,790.3,828.8,930.7,952.2,957.3,987.4,1113.6,1077,1120.7
China,gas,39.9,48.6,53,50.8,71.1,104.1,135.7,175.6,217,273.2,321.1,366.5,439.8,498.2,526.5,517.8,462.2,432.9,443,451,469.1,499.3,504,517.4,546,555.1,562,572.9,608.3,637.1,643.7,674.5,712.7,735,779.9,889,995.2,1058.9,1230.3,1439.4,1691.1,2080.2,2558.8,2949.6,3248.1,3919.5,4865.9,5431.6,6187.6,6781.1,7008.8,7539.9,8685.1,10221.3,11101.6,12118.2,13633
China Hong Kong SAR,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,69.4,108.3,101.6,112,101.3,102.2,97.1,62.5,90.2,90.4,99.2,92.7,107.2,104.1,129.4,103.1,94.9,89.4,85.9,109.6,112.6,112.2,108.6,112.2,178,173.7
India,gas,8.5,9.6,12.8,14.2,17.1,22.8,24.1,26.5,26.4,29.9,38.3,46.5,49.7,55.5,69,40.8,71.2,93.4,111.1,127.2,155.6,217.4,250.5,293.4,348.9,417.3,464.8,519.6,528,570.8,650.8,710.3,772.3,847.5,868.4,913.1,915.4,956,1023.4,1104.1,1235.7,1291.6,1397.2,1439.6,1767.9,2122.6,2170.3,2005.2,1764.7,1746.1,1721,1828.5,1929.6,2087.9,2133,2176.9,2238
Indonesia,gas,18.3,18.6,22.8,23.1,43.6,45.3,45.8,44.9,29.2,41.2,85.1,85.9,182.7,211.2,272.6,256.9,256.5,243.7,327,381.8,451.6,487.1,503.9,534.9,598.9,618.2,711.7,776.1,823.3,975,1028.1,1070.3,1116.4,1076.4,1169.7,1188.2,1228.8,1335.7,1424.1,1303.3,1310.2,1336,1247.1,1429,1515.6,1585.7,1538.4,1547,1602.2,1585.5,1647.2,1606.7,1555.8,1603,1584,1350.6,1334.9
Japan,gas,65.7,67.5,69.8,75.9,84,128.6,137.9,137.9,192,262.3,314.2,376.7,460,645.6,766,906.5,908.3,930.2,1001,1346.3,1442.2,1467.4,1505,1596.2,1658,1811.4,1915.3,1991.2,2005,2144.2,2182.2,2328.4,2416.9,2489.9,2615.1,2723.9,2798.2,2737.7,3005.9,2901.7,2978.2,3187.8,3434,3567.6,3329.2,3597.7,4032.9,4435.7,4447.3,4491.1,4273.8,4191,4211.5,4165.5,3892.4,3748.6,3730.4
Malaysia,gas,0,0,0,0,0,0.3,3,4.2,4.2,8.7,10.5,12.5,11.4,84.6,105.3,93.7,78.8,99.1,139,172.2,166.3,258,257.4,262.6,300.7,284.7,423.4,460.1,451.8,469.2,487.3,586.6,728.3,735.8,837.5,1035.1,997.5,1011.2,1089.6,1177,1345.4,1399.1,1454.5,1567.8,1440.8,1368.8,1379.4,1512.6,1604.4,1609.5,1686.2,1619.7,1621.6,1608.4,1627.7,1379.4,1478.4
New Zealand,gas,0,0,0,0,0,2.6,3.2,5.9,6.8,11.5,12.5,33.6,55.2,51.8,34.3,31.3,38.4,69.9,75.9,97.4,124.2,149.8,144.9,158.9,86.5,160,174,184.2,179.6,168.4,160.7,183.1,197.3,173.9,198.8,211.5,223.2,213.1,160.6,146.6,135.3,137.4,151.7,140.6,144.5,157.5,144.8,160.7,169.4,188.2,172.9,172.7,179.7,162.1,173,164.7,139.7
Pakistan,gas,53.2,60.1,70.1,78.7,96.9,104.8,94.9,100.8,115,131.9,137.1,139.8,152.7,156.9,176.8,215.8,235.4,256.7,253.1,259.7,265.1,284.4,304.5,322.8,344.2,367.6,397.1,389.6,448.5,457.2,468.9,509.5,508,535.1,610.2,646.3,682.4,739.8,919.8,1104.4,1174,1199.5,1216.8,1245.9,1249.3,1272.5,1272.2,1317.5,1281.1,1259.5,1315.2,1391.4,1466.6,1569.2,1601,1482.4,1612.4
Philippines,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.2,0.3,0.2,0.4,4.8,60.7,92.5,85.5,113.2,106,127.1,133.8,134.7,126.9,137,131.3,121,127.2,119.6,137.2,135.9,147.2,151.8,138.3,118.2
Singapore,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6,51.3,51.3,51.3,51.3,51.3,51.3,51.3,59.7,156.8,169.5,184,222.7,222.7,293.4,293.4,313.7,330.5,300.1,298.3,321.5,360.5,374,416.8,428.5,442.4,442.3,451.8,453.5,480.7
South Korea,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,79.3,102.4,99.1,113.9,132,172.6,215.6,287.1,347.2,458.7,557.4,521.4,634.9,713.1,783.3,870.4,911.7,1068.3,1143.8,1205.9,1306.1,1344.1,1277.7,1620.6,1744,1891,1979.1,1800.1,1643.4,1715.2,1791.2,2080.9,2017.2,2071.3,2251.7
Sri Lanka,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,gas,8.3,9.3,12,17,21.3,20.2,40.7,47.3,54.6,57.5,57.1,71.1,75,73.9,71.3,73.8,62.9,48.1,49.9,50.2,45,41,41.5,47.3,47.6,76.5,111.1,110.1,115.3,140,156.4,159.6,187.3,221.9,225.8,243.6,262.4,293.5,302.9,368.5,371.5,398.5,422.8,459.6,448.8,557.3,613.4,643.9,645.8,679.3,726.5,754.8,836.8,851.8,837.4,895.8,982.5
Thailand,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,50.6,59.5,88.9,116.9,125.5,174.1,205.4,201.4,218.3,270.3,293.1,332,367.4,380.5,443.3,556.1,593.8,659.7,763,884.2,960.8,1023.2,1071.2,1154.1,1188.4,1266.2,1329.9,1372.5,1555.4,1595.5,1750.8,1759.1,1798,1834.6,1820.3,1803,1800.7,1833.8,1686.7,1692.5
Vietnam,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,2.3,2,1.2,1.3,1.3,1,1.1,1.4,2.5,7.3,8.7,8.7,5.1,10,18.4,31.3,45.2,55.6,69.5,83.4,82.4,144.5,223.7,243.2,246,260.5,278.3,326.6,294.6,325,338.7,354.7,370.3,368.6,342.7,347.7,354.3,318.2,256.4
World,gas,22693.7,24727.7,26546.5,28959.6,31800.3,34613.3,37055.5,39102.2,40960.2,41975.5,41975.1,44474.9,45935.4,47858.2,50824.9,51253.1,51825.1,52091,52933.8,57249.7,58544,59116,62214.8,65119.8,67922.3,70132.1,71902.2,72228.5,72955.7,73402.6,75976.2,79773.3,79309.4,80762.4,83058.9,86379.3,87540.6,90108.5,92626.5,96196,98776.9,101380,105535.4,108076.7,105844.3,113719.9,116424.6,119498.5,121427,122199.4,125167.2,128018.8,131505.2,138082.7,140626.6,138440.6,145348.6
Canada,coal,647.9,635.2,629.4,683.7,660.1,708.7,673.7,635.7,654.7,665.2,647.2,766.2,979,805,762.3,928.4,947.9,1001.7,1048,1167.4,1122.1,1040,1117.7,1200.3,1197.8,1136.2,1099.8,1120.4,994.7,1054.7,1102.4,1125.1,1175.9,1257.2,1208.5,1278.7,1328.8,1336.6,1333.3,1259.5,1254,1214.8,1270,1206.8,1008.3,1033.1,931.4,883.5,861.6,819.4,824.3,767.2,797.8,654.2,612.6,525.5,479.9
Mexico,coal,28.9,30.8,37.8,39.6,40.2,45,56.6,62.5,67,74,85,65.3,93.9,97.9,96.1,97.3,86,103,117.3,117.6,127.5,140.6,136,128.7,142.5,141.3,136.6,138.2,155.9,188.3,209.7,240.5,240.7,246.1,250.4,274.3,301.2,504.4,371.9,380.6,480.3,515.5,473.7,423.2,431.1,533.2,616.8,537.4,533.6,532.6,531.5,520.7,636.3,567.2,541.5,239.4,231.6
USA,coal,11607.3,12171,11941.2,12359.1,12410.1,12292.8,11625.1,12104.7,13001.4,12692,12691.9,13615.4,13954.2,13797.3,15074.2,15458.3,15944.2,15356.9,15931,17109.9,17518.7,17300.2,18049.9,18889.7,19113.7,19216.8,19035.4,19166.5,19880.8,19955.3,20135,21050.3,21494.8,21705.6,21672.3,22631.5,21964.7,21954.4,22372.3,22517.9,22849,22498.9,22801.9,22439,19736.6,20881.9,19703.1,17418.3,18080.2,18039.1,15584.7,14258.7,13869.3,13282.1,11341.7,9202.3,10571.6
Argentina,coal,30.4,25.1,28.2,27.4,32.8,42.2,37,31.1,34.2,42.6,41.4,41.9,39.6,48.3,45,40.1,38,38.4,34.8,25.9,38.2,43.6,48.4,49.6,53.6,44.2,38.9,43.8,29.1,25.4,26.7,28,22.1,29.7,35.6,27,22.2,16.5,20.1,34.3,39.5,35.7,51.7,63.1,34.6,48.5,52.6,49.2,53.8,57.2,56.9,43.9,45.1,49.4,29.2,36.1,65.7
Brazil,coal,72.6,78.7,81.3,80.1,89.3,102,102.7,108.1,106.3,112.7,134,143,181.4,208.6,226.5,247.1,241.8,255.6,287.4,354.9,419.6,424.8,444.8,454.6,451,401.8,460.7,447,460.6,472.8,495.8,511.6,514.7,504.1,510.5,544.3,535.6,518.4,537.9,564,543.9,536.3,568.3,576.5,465.1,605.5,646.8,640.1,689.9,733.6,737.9,666.5,703,687.5,646.2,587.3,712.5
Chile,coal,48.8,50.2,50.2,50.2,50.2,53.7,51.9,42.9,46.6,44.1,35.3,35.6,38.3,37.3,41.3,45.6,45.6,30.4,36.4,49.1,49.1,46.6,48.1,67,90.5,109,89.6,77.5,78.2,92.2,99.4,137.7,179.3,168.7,174.1,134.5,105.5,106.4,101.7,117.8,115.5,144.1,171.1,182.9,167.2,188,241.2,281.2,316,318.8,306.2,310.5,322.9,311.6,313.5,263.3,264.7
Colombia,coal,84.3,84.3,92.5,84.3,90,93.9,73,75.9,77.3,93.4,95,92.9,95.2,96.3,97.1,101.8,103.8,108,119.1,124,127.9,126.2,158.7,126.6,146.7,66.9,84.1,140.7,147.5,168.9,151.1,117.1,138.7,132,105.4,113.2,111.5,91.7,101.6,88.9,56,159.6,140.5,185.9,171,201.3,163,196.4,211.3,223.8,208,228.8,174.3,163.7,203.5,170.9,132.7
Ecuador,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,3.2,0.1,0.1,0.2,0.1,1,0.2,0.4,0.4,0.5,0.5,0.5,0.5,0.3,0.3,1.2,0.4,1,2
Peru,coal,1.5,1.9,2.1,2.1,3.6,3.6,5.1,5.5,6.3,6.7,7,5.4,6.2,5.3,5.6,5.9,6,6.8,5.8,4.6,5,6.8,7.7,7.6,8.4,6.1,11.8,11.5,12.1,14.9,15.6,16.4,17.1,18.7,17,26.4,23.9,32.8,35.2,38,38.6,32.8,43.3,38.6,34.7,34,34.2,36.5,36.9,36.4,33.9,41,41.7,46.9,47.9,42.3,46.2
Trinidad & Tobago,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,coal,0.8,0.9,0.9,1,1,1,6,6.3,11.4,8.5,10.5,6.9,10.7,3.3,6.9,6.6,6.5,3.7,5.2,5.7,7.5,8.3,10.9,8,21.9,19.4,0,0.2,1.2,2.3,0.2,0.7,1.4,1.5,1.5,5.5,2,0.8,1.8,0,1.6,10.4,5.8,5.9,9.9,8.3,8.6,8.8,8.8,8.3,5.5,6.2,3.4,1.4,1.8,0.7,0.4
Austria,coal,212.8,203.3,192.4,190,187,201.1,184.4,167.2,166.2,175.4,152.4,162.2,136.1,138.2,150.1,154.2,157.9,150.1,160.8,183.2,182.9,163.1,161.8,154.9,155.6,171.5,179.9,140,125.9,127.6,145.2,145.8,154.7,136.2,135.3,152.9,158,160.5,171.2,167.7,167.2,167,161.5,159.5,120.2,141.3,145.2,134.8,137.1,125.6,135.8,125.9,131.4,116,122,104.3,112.3
Belgium,coal,802.6,732.1,718.6,741.8,722.5,680.9,563.8,538.5,451.9,483.4,361,376.2,381.6,390.8,435.4,438.9,454.7,455.4,388.6,450.6,449.4,383.4,381.6,385.6,405.1,445.1,425.7,381,360.9,388,370.5,354.6,331.1,329.3,288.5,319.3,304.1,260.7,252.2,234.6,215.5,212.7,194.4,191.9,123.6,157,147.8,139.2,147.3,142.8,139.5,132.2,129.3,128.6,128.9,100,103.4
Bulgaria,coal,251,258.9,281.1,305.4,307,335.8,331.5,341.6,344.3,338.4,354.8,330.7,329.4,351.2,362.1,379.8,385.7,405.2,403.6,404.3,421.9,433.7,433.3,403.7,412,345.8,309.1,325,350,320.4,320.4,319,363.8,346.5,285.3,263.5,300.3,276.6,309.7,295.9,289.8,294.3,331.1,315.6,265.7,288.2,338.9,289.5,248.9,265.9,274.5,238.4,255.6,228.4,212.7,173.8,218.4
Croatia,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,19,16.7,14.2,8.9,7.3,6,10.2,9.7,8.6,18.1,20.1,24.5,27.2,28.9,28.6,26.6,28.8,29.7,21.2,28.6,29.4,26.4,28.3,27.1,25.4,27.3,16.4,15.3,17.6,15.1,17.9
